Incidence per 1000 by age and sex			
	Bangladesh		
 	Total	Male	Female
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1976			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1977			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1978			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1983			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1984			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1985			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1986			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1987			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1988			
 0-4	0.000004	0.000004	0.000004
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000039	0.000052	0.000025
 20-24 	0.000114	0.000169	0.000056
 25-29 	0.000138	0.000216	0.000058
 30-34 	0.000135	0.000214	0.000049
 35-39 	0.000115	0.000185	0.000039
 40-44 	0.000089	0.000145	0.000032
 45-49 	0.000067	0.000107	0.000025
 50-54 	0.000050	0.000078	0.000019
 55-59 	0.000038	0.000061	0.000014
 60-64 	0.000034	0.000056	0.000010
 65-69 	0.000034	0.000057	0.000008
 70-74 	0.000034	0.000055	0.000010
 75-79 	0.000021	0.000037	0.000003
 80+ 	0.000000	0.000000	0.000000
Total	0.000050	0.000077	0.000022
1989			
 0-4	0.000008	0.000008	0.000008
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000038	0.000052	0.000024
 20-24 	0.000113	0.000170	0.000054
 25-29 	0.000138	0.000216	0.000056
 30-34 	0.000134	0.000215	0.000048
 35-39 	0.000115	0.000185	0.000038
 40-44 	0.000089	0.000146	0.000031
 45-49 	0.000067	0.000107	0.000025
 50-54 	0.000049	0.000078	0.000019
 55-59 	0.000038	0.000061	0.000013
 60-64 	0.000034	0.000056	0.000009
 65-69 	0.000034	0.000057	0.000008
 70-74 	0.000034	0.000056	0.000010
 75-79 	0.000021	0.000037	0.000002
 80+ 	0.000000	0.000000	0.000000
Total	0.000051	0.000079	0.000022
1990			
 0-4	0.000011	0.000011	0.000011
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000038	0.000053	0.000021
 20-24 	0.000113	0.000174	0.000050
 25-29 	0.000137	0.000221	0.000051
 30-34 	0.000134	0.000219	0.000043
 35-39 	0.000116	0.000189	0.000035
 40-44 	0.000090	0.000148	0.000028
 45-49 	0.000067	0.000110	0.000022
 50-54 	0.000049	0.000080	0.000017
 55-59 	0.000038	0.000063	0.000012
 60-64 	0.000034	0.000057	0.000009
 65-69 	0.000034	0.000059	0.000007
 70-74 	0.000034	0.000057	0.000009
 75-79 	0.000021	0.000038	0.000002
 80+ 	0.000000	0.000000	0.000000
Total	0.000052	0.000082	0.000020
1991			
 0-4	0.000018	0.000018	0.000018
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000076	0.000103	0.000047
 20-24 	0.000226	0.000340	0.000109
 25-29 	0.000274	0.000430	0.000111
 30-34 	0.000266	0.000427	0.000095
 35-39 	0.000230	0.000370	0.000076
 40-44 	0.000179	0.000289	0.000061
 45-49 	0.000132	0.000213	0.000049
 50-54 	0.000098	0.000155	0.000038
 55-59 	0.000076	0.000122	0.000027
 60-64 	0.000067	0.000112	0.000019
 65-69 	0.000067	0.000114	0.000016
 70-74 	0.000067	0.000111	0.000019
 75-79 	0.000042	0.000074	0.000005
 80+ 	0.000000	0.000000	0.000000
Total	0.000104	0.000161	0.000044
1992			
 0-4	0.000028	0.000028	0.000028
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000113	0.000154	0.000071
 20-24 	0.000338	0.000507	0.000163
 25-29 	0.000409	0.000643	0.000167
 30-34 	0.000397	0.000638	0.000142
 35-39 	0.000344	0.000553	0.000115
 40-44 	0.000268	0.000432	0.000092
 45-49 	0.000198	0.000319	0.000073
 50-54 	0.000146	0.000232	0.000056
 55-59 	0.000114	0.000182	0.000040
 60-64 	0.000100	0.000167	0.000028
 65-69 	0.000099	0.000170	0.000024
 70-74 	0.000100	0.000165	0.000029
 75-79 	0.000062	0.000111	0.000007
 80+ 	0.000000	0.000000	0.000000
Total	0.000157	0.000243	0.000067
1993			
 0-4	0.000041	0.000041	0.000041
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000150	0.000205	0.000094
 20-24 	0.000448	0.000673	0.000217
 25-29 	0.000544	0.000855	0.000222
 30-34 	0.000527	0.000849	0.000189
 35-39 	0.000457	0.000736	0.000153
 40-44 	0.000358	0.000574	0.000122
 45-49 	0.000265	0.000423	0.000098
 50-54 	0.000194	0.000309	0.000075
 55-59 	0.000151	0.000242	0.000053
 60-64 	0.000132	0.000222	0.000037
 65-69 	0.000132	0.000227	0.000032
 70-74 	0.000132	0.000220	0.000039
 75-79 	0.000082	0.000148	0.000010
 80+ 	0.000000	0.000000	0.000000
Total	0.000211	0.000326	0.000090
1994			
 0-4	0.000060	0.000060	0.000060
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000225	0.000309	0.000137
 20-24 	0.000669	0.001013	0.000315
 25-29 	0.000813	0.001290	0.000323
 30-34 	0.000789	0.001279	0.000275
 35-39 	0.000683	0.001110	0.000223
 40-44 	0.000538	0.000867	0.000178
 45-49 	0.000397	0.000638	0.000142
 50-54 	0.000291	0.000465	0.000109
 55-59 	0.000226	0.000366	0.000078
 60-64 	0.000199	0.000335	0.000054
 65-69 	0.000197	0.000342	0.000047
 70-74 	0.000197	0.000331	0.000056
 75-79 	0.000123	0.000222	0.000014
 80+ 	0.000000	0.000000	0.000000
Total	0.000318	0.000496	0.000132
1995			
 0-4	0.000085	0.000085	0.000085
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000300	0.000409	0.000189
 20-24 	0.000892	0.001338	0.000432
 25-29 	0.001080	0.001703	0.000443
 30-34 	0.001047	0.001688	0.000377
 35-39 	0.000905	0.001465	0.000305
 40-44 	0.000717	0.001147	0.000245
 45-49 	0.000529	0.000842	0.000195
 50-54 	0.000386	0.000614	0.000150
 55-59 	0.000300	0.000483	0.000107
 60-64 	0.000264	0.000442	0.000075
 65-69 	0.000262	0.000451	0.000065
 70-74 	0.000261	0.000437	0.000077
 75-79 	0.000161	0.000293	0.000019
 80+ 	0.000000	0.000000	0.000000
Total	0.000428	0.000662	0.000183
1996			
 0-4	0.000119	0.000119	0.000119
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000413	0.000562	0.000259
 20-24 	0.001224	0.001836	0.000593
 25-29 	0.001483	0.002338	0.000609
 30-34 	0.001436	0.002317	0.000519
 35-39 	0.001239	0.002009	0.000419
 40-44 	0.000987	0.001578	0.000337
 45-49 	0.000728	0.001155	0.000268
 50-54 	0.000530	0.000842	0.000206
 55-59 	0.000411	0.000662	0.000147
 60-64 	0.000362	0.000606	0.000103
 65-69 	0.000359	0.000619	0.000089
 70-74 	0.000358	0.000600	0.000106
 75-79 	0.000221	0.000402	0.000026
 80+ 	0.000000	0.000000	0.000000
Total	0.000593	0.000918	0.000254
1997			
 0-4	0.000170	0.000170	0.000169
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000601	0.000817	0.000377
 20-24 	0.001778	0.002667	0.000863
 25-29 	0.002156	0.003396	0.000885
 30-34 	0.002083	0.003366	0.000754
 35-39 	0.001796	0.002917	0.000609
 40-44 	0.001435	0.002297	0.000491
 45-49 	0.001061	0.001677	0.000390
 50-54 	0.000771	0.001223	0.000299
 55-59 	0.000596	0.000962	0.000213
 60-64 	0.000526	0.000881	0.000150
 65-69 	0.000523	0.000899	0.000129
 70-74 	0.000519	0.000871	0.000154
 75-79 	0.000319	0.000583	0.000038
 80+ 	0.000000	0.000000	0.000000
Total	0.000868	0.001345	0.000371
1998			
 0-4	0.000236	0.000237	0.000236
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000827	0.001124	0.000519
 20-24 	0.002443	0.003665	0.001188
 25-29 	0.002964	0.004666	0.001218
 30-34 	0.002859	0.004625	0.001037
 35-39 	0.002463	0.004006	0.000838
 40-44 	0.001971	0.003160	0.000676
 45-49 	0.001461	0.002306	0.000536
 50-54 	0.001062	0.001680	0.000411
 55-59 	0.000817	0.001322	0.000294
 60-64 	0.000722	0.001211	0.000206
 65-69 	0.000720	0.001236	0.000178
 70-74 	0.000713	0.001197	0.000212
 75-79 	0.000436	0.000800	0.000052
 80+ 	0.000000	0.000000	0.000000
Total	0.001204	0.001865	0.000515
1999			
 0-4	0.000331	0.000332	0.000330
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.001167	0.001585	0.000733
 20-24 	0.003444	0.005166	0.001676
 25-29 	0.004177	0.006572	0.001720
 30-34 	0.004022	0.006516	0.001462
 35-39 	0.003464	0.005642	0.001181
 40-44 	0.002772	0.004453	0.000954
 45-49 	0.002066	0.003254	0.000757
 50-54 	0.001500	0.002366	0.000579
 55-59 	0.001151	0.001863	0.000414
 60-64 	0.001016	0.001706	0.000290
 65-69 	0.001016	0.001741	0.000251
 70-74 	0.001004	0.001686	0.000299
 75-79 	0.000611	0.001126	0.000073
 80+ 	0.000000	0.000000	0.000000
Total	0.001711	0.002651	0.000731
2000			
 0-4	0.000461	0.000462	0.000460
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.001622	0.002202	0.001019
 20-24 	0.004782	0.007171	0.002329
 25-29 	0.005796	0.009120	0.002389
 30-34 	0.005568	0.009036	0.002027
 35-39 	0.004799	0.007826	0.001640
 40-44 	0.003836	0.006175	0.001324
 45-49 	0.002877	0.004527	0.001054
 50-54 	0.002085	0.003281	0.000803
 55-59 	0.001597	0.002584	0.000574
 60-64 	0.001409	0.002367	0.000403
 65-69 	0.001412	0.002417	0.000348
 70-74 	0.001394	0.002340	0.000416
 75-79 	0.000843	0.001560	0.000100
 80+ 	0.000000	0.000000	0.000000
Total	0.002394	0.003711	0.001022
2001			
 0-4	0.000634	0.000635	0.000632
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.002195	0.002978	0.001378
 20-24 	0.006460	0.009683	0.003147
 25-29 	0.007812	0.012310	0.003228
 30-34 	0.007511	0.012194	0.002738
 35-39 	0.006469	0.010560	0.002215
 40-44 	0.005163	0.008327	0.001787
 45-49 	0.003896	0.006128	0.001427
 50-54 	0.002820	0.004426	0.001085
 55-59 	0.002157	0.003487	0.000775
 60-64 	0.001900	0.003195	0.000545
 65-69 	0.001909	0.003262	0.000471
 70-74 	0.001886	0.003159	0.000561
 75-79 	0.001132	0.002102	0.000134
 80+ 	0.000000	0.000000	0.000000
Total	0.003258	0.005051	0.001392
2002			
 0-4	0.000868	0.000870	0.000867
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.002932	0.003933	0.001888
 20-24 	0.008600	0.012773	0.004309
 25-29 	0.010366	0.016234	0.004419
 30-34 	0.009972	0.016083	0.003748
 35-39 	0.008571	0.013925	0.003031
 40-44 	0.006834	0.010971	0.002445
 45-49 	0.005181	0.008101	0.001958
 50-54 	0.003752	0.005836	0.001485
 55-59 	0.002867	0.004598	0.001060
 60-64 	0.002515	0.004214	0.000746
 65-69 	0.002530	0.004302	0.000644
 70-74 	0.002506	0.004166	0.000768
 75-79 	0.001490	0.002768	0.000182
 80+ 	0.000000	0.000000	0.000000
Total	0.004366	0.006719	0.001918
2003			
 0-4	0.001148	0.001150	0.001145
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003472	0.004506	0.002395
 20-24 	0.010109	0.014626	0.005467
 25-29 	0.012122	0.018587	0.005605
 30-34 	0.011646	0.018421	0.004759
 35-39 	0.009977	0.015939	0.003844
 40-44 	0.007951	0.012551	0.003099
 45-49 	0.006045	0.009287	0.002487
 50-54 	0.004393	0.006683	0.001884
 55-59 	0.003351	0.005263	0.001344
 60-64 	0.002922	0.004824	0.000946
 65-69 	0.002935	0.004925	0.000817
 70-74 	0.002923	0.004769	0.000974
 75-79 	0.001712	0.003166	0.000230
 80+ 	0.000000	0.000000	0.000000
Total	0.005162	0.007768	0.002454
2004			
 0-4	0.001475	0.001478	0.001472
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003961	0.004925	0.002957
 20-24 	0.011429	0.015989	0.006750
 25-29 	0.013626	0.020314	0.006918
 30-34 	0.013059	0.020142	0.005882
 35-39 	0.011144	0.017410	0.004743
 40-44 	0.008884	0.013708	0.003823
 45-49 	0.006762	0.010150	0.003070
 50-54 	0.004942	0.007314	0.002329
 55-59 	0.003761	0.005750	0.001658
 60-64 	0.003257	0.005272	0.001167
 65-69 	0.003262	0.005383	0.001008
 70-74 	0.003269	0.005211	0.001201
 75-79 	0.001884	0.003458	0.000282
 80+ 	0.000000	0.000000	0.000000
Total	0.005866	0.008575	0.003054
2005			
 0-4	0.001822	0.001826	0.001818
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004440	0.005410	0.003432
 20-24 	0.012750	0.017566	0.007833
 25-29 	0.015155	0.022310	0.008023
 30-34 	0.014497	0.022115	0.006823
 35-39 	0.012332	0.019087	0.005492
 40-44 	0.009851	0.015046	0.004433
 45-49 	0.007494	0.011139	0.003560
 50-54 	0.005512	0.008050	0.002708
 55-59 	0.004184	0.006312	0.001922
 60-64 	0.003611	0.005789	0.001353
 65-69 	0.003609	0.005911	0.001170
 70-74 	0.003631	0.005722	0.001393
 75-79 	0.002078	0.003797	0.000325
 80+ 	0.000000	0.000000	0.000000
Total	0.006586	0.009495	0.003576
2006			
 0-4	0.002038	0.002041	0.002034
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004593	0.005376	0.003781
 20-24 	0.013072	0.017451	0.008625
 25-29 	0.015460	0.022156	0.008830
 30-34 	0.014724	0.021962	0.007512
 35-39 	0.012517	0.018949	0.006041
 40-44 	0.009996	0.014935	0.004879
 45-49 	0.007602	0.011049	0.003915
 50-54 	0.005626	0.008015	0.002991
 55-59 	0.004259	0.006266	0.002114
 60-64 	0.003658	0.005749	0.001488
 65-69 	0.003640	0.005870	0.001287
 70-74 	0.003681	0.005681	0.001534
 75-79 	0.002083	0.003771	0.000356
