Number on ART by age			
	Bangladesh		
 0-4	0.431922	0.221998	0.209923
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.021386	0.008580	0.012806
 20-24 	0.537296	0.267048	0.270248
 25-29 	3.266549	1.863133	1.403415
 30-34 	5.123528	3.169617	1.953911
 35-39 	5.105486	3.380781	1.724705
 40-44 	4.640555	3.196552	1.444003
 45-49 	4.065676	2.833438	1.232237
 50-54 	2.569311	1.767113	0.802198
 55-59 	1.546609	1.036387	0.510221
 60-64 	1.048065	0.708208	0.339857
 65-69 	0.668676	0.483705	0.184971
 70-74 	0.446214	0.340104	0.106110
 75-79 	0.290767	0.214153	0.076613
 80+ 	0.107888	0.089024	0.018864
Total	30.301847	19.801840	10.500007
2008			
 0-4	1.295056	0.666267	0.628789
 5-9	0.048727	0.025402	0.023325
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.092154	0.033604	0.058549
 20-24 	1.947304	0.908286	1.039018
 25-29 	11.273590	6.172769	5.100821
 30-34 	16.862386	10.150461	6.711925
 35-39 	16.499757	10.643055	5.856702
 40-44 	15.013289	10.088175	4.925115
 45-49 	13.769868	9.331189	4.438679
 50-54 	8.381733	5.617459	2.764274
 55-59 	4.669646	3.059053	1.610593
 60-64 	3.207568	2.121307	1.086261
 65-69 	2.080863	1.472783	0.608080
 70-74 	1.394287	1.038672	0.355615
 75-79 	0.910359	0.659030	0.251329
 80+ 	0.335405	0.275610	0.059796
Total	99.125775	62.954789	36.170985
2009			
 0-4	5.571302	2.864588	2.706714
 5-9	0.237234	0.123401	0.113833
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.109219	0.041870	0.067348
 20-24 	2.587859	1.236375	1.351484
 25-29 	16.541012	9.259435	7.281577
 30-34 	27.114402	16.618861	10.495541
 35-39 	26.570426	17.444000	9.126426
 40-44 	25.017774	17.085259	7.932515
 45-49 	22.474776	15.568969	6.905807
 50-54 	14.553018	9.948214	4.604804
 55-59 	7.509100	5.034924	2.474175
 60-64 	5.120899	3.448571	1.672329
 65-69 	3.363042	2.403405	0.959637
 70-74 	2.230873	1.686538	0.544335
 75-79 	1.480026	1.089878	0.390148
 80+ 	0.603746	0.493660	0.110086
Total	166.893243	107.335937	59.557306
2010			
 0-4	13.081592	6.731763	6.349829
 5-9	1.140705	0.593490	0.547215
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.496922	0.191139	0.305783
 20-24 	6.846206	3.204026	3.642180
 25-29 	29.736169	16.276209	13.459960
 30-34 	47.977913	29.001379	18.976534
 35-39 	47.162706	30.622157	16.540549
 40-44 	42.479261	28.699729	13.779531
 45-49 	36.610971	25.148682	11.462289
 50-54 	24.386592	16.559703	7.826889
 55-59 	11.948202	7.982153	3.966050
 60-64 	7.929795	5.311555	2.618240
 65-69 	5.287566	3.740889	1.546678
 70-74 	3.490857	2.613634	0.877223
 75-79 	2.311209	1.698905	0.612304
 80+ 	1.007051	0.814470	0.192581
Total	296.116014	186.515134	109.600880
2011			
 0-4	20.284802	10.445893	9.838909
 5-9	3.454085	1.796155	1.657930
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.744938	0.292118	0.452820
 20-24 	10.719107	5.019058	5.700049
 25-29 	44.705068	24.368147	20.336921
 30-34 	74.138710	44.713762	29.424948
 35-39 	73.989967	47.953495	26.036472
 40-44 	65.298159	44.124795	21.173364
 45-49 	55.695391	38.319178	17.376213
 50-54 	38.020879	25.857257	12.163623
 55-59 	18.143107	12.159037	5.984070
 60-64 	11.463330	7.694879	3.768451
 65-69 	7.750728	5.466119	2.284609
 70-74 	5.103130	3.809309	1.293821
 75-79 	3.372952	2.486616	0.886335
 80+ 	1.580073	1.267733	0.312339
Total	458.203313	288.015598	170.187715
2012			
 0-4	22.863461	11.785162	11.078300
 5-9	7.449854	3.873882	3.575972
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.775498	0.321897	0.453602
 20-24 	12.388759	5.956189	6.432571
 25-29 	54.716149	30.268118	24.448032
 30-34 	97.023484	59.082615	37.940869
 35-39 	100.045948	65.424931	34.621017
 40-44 	87.378287	59.643340	27.734947
 45-49 	74.656692	51.992773	22.663918
 50-54 	52.695115	36.245436	16.449678
 55-59 	25.234718	17.101966	8.132751
 60-64 	14.821372	10.052142	4.769230
 65-69 	10.139541	7.177542	2.961999
 70-74 	6.658582	4.989744	1.668838
 75-79 	4.389690	3.268374	1.121317
 80+ 	2.244918	1.790409	0.454509
Total	603.795385	384.633565	219.161821
2013			
 0-4	22.179377	11.439647	10.739730
 5-9	12.637065	6.573412	6.063653
 10-14 	0.045895	0.024304	0.021591
 15-19 	0.892366	0.407415	0.484951
 20-24 	14.559719	7.432237	7.127482
 25-29 	67.951603	39.035732	28.915870
 30-34 	127.033489	79.333376	47.700113
 35-39 	136.383523	91.127958	45.255564
 40-44 	117.505592	81.827175	35.678417
 45-49 	101.951191	72.513069	29.438121
 50-54 	72.599857	50.934994	21.664863
 55-59 	35.776292	24.699256	11.077035
 60-64 	19.337805	13.372493	5.965311
 65-69 	13.339618	9.568777	3.770840
 70-74 	8.807442	6.669831	2.137611
 75-79 	5.760685	4.363206	1.397478
 80+ 	3.161505	2.526367	0.635138
Total	794.785360	519.886614	274.898746
2014			
 0-4	23.140146	11.929705	11.210441
 5-9	19.059627	9.923541	9.136086
 10-14 	0.223483	0.118125	0.105358
 15-19 	0.832783	0.357314	0.475470
 20-24 	13.861172	6.788691	7.072481
 25-29 	70.839988	39.547274	31.292714
 30-34 	143.313364	87.760466	55.552897
 35-39 	161.947942	106.614415	55.333527
 40-44 	140.230502	96.755835	43.474667
 45-49 	121.889052	85.930533	35.958518
 50-54 	89.354577	62.510024	26.844553
 55-59 	46.069168	31.649750	14.419418
 60-64 	23.020329	15.836707	7.183622
 65-69 	15.651820	11.107138	4.544682
 70-74 	10.356300	7.755256	2.601045
 75-79 	6.727998	5.075458	1.652541
 80+ 	4.000961	3.163490	0.837472
Total	932.942469	604.795095	328.147374
2015			
 0-4	21.204766	10.933339	10.271427
 5-9	25.390948	13.237308	12.153640
 10-14 	1.075069	0.568296	0.506773
 15-19 	0.415818	0.177067	0.238751
 20-24 	8.615216	4.076488	4.538728
 25-29 	54.596420	29.709131	24.887289
 30-34 	130.050945	78.126789	51.924156
 35-39 	159.611547	103.614761	55.996787
 40-44 	144.961349	99.242609	45.718740
 45-49 	121.201390	85.025868	36.175522
 50-54 	95.684868	67.060594	28.624274
 55-59 	52.344844	35.953856	16.390988
 60-64 	24.667045	16.913111	7.753934
 65-69 	16.092492	11.292465	4.800027
 70-74 	10.597028	7.851721	2.745306
 75-79 	6.828872	5.146831	1.682041
 80+ 	4.516014	3.522764	0.993249
Total	925.525413	597.191941	328.333473
2016			
 0-4	17.684795	9.117330	8.567465
 5-9	30.401331	15.866587	14.534744
 10-14 	3.255280	1.721153	1.534127
 15-19 	0.221060	0.095142	0.125918
 20-24 	5.072471	2.320319	2.752153
 25-29 	40.616700	21.497132	19.119569
 30-34 	115.307658	67.936414	47.371244
 35-39 	156.114087	99.840144	56.273943
 40-44 	148.299850	100.534466	47.765385
 45-49 	122.120476	85.265381	36.855096
 50-54 	101.265686	71.071918	30.193768
 55-59 	59.267431	40.743590	18.523841
 60-64 	27.081374	18.521560	8.559814
 65-69 	16.624055	11.556777	5.067278
 70-74 	10.907650	7.985488	2.922162
 75-79 	6.941582	5.226296	1.715286
 80+ 	5.013771	3.869393	1.144378
Total	917.536664	589.874157	327.662507
2017			
 0-4	16.873751	8.695522	8.178230
 5-9	32.197637	16.822218	15.375419
 10-14 	7.022485	3.715239	3.307246
 15-19 	0.120341	0.052008	0.068333
 20-24 	2.805353	1.240965	1.564388
 25-29 	28.981758	14.881410	14.100348
 30-34 	99.272387	57.314546	41.957841
 35-39 	150.936028	94.982210	55.953818
 40-44 	150.638517	101.005636	49.632882
 45-49 	123.624070	85.851745	37.772325
 50-54 	105.638550	74.149314	31.489236
 55-59 	66.443871	45.751503	20.692368
 60-64 	30.405050	20.749182	9.655868
 65-69 	17.199329	11.866855	5.332474
 70-74 	11.264353	8.142143	3.122210
 75-79 	7.071241	5.308864	1.762377
 80+ 	5.481437	4.195736	1.285701
Total	912.070031	583.958076	328.111956
2018			
 0-4	15.161372	7.812489	7.348882
 5-9	32.945749	17.226125	15.719624
 10-14 	11.914571	6.310245	5.604326
 15-19 	0.144913	0.096426	0.048487
 20-24 	1.872595	1.030626	0.841970
 25-29 	21.780602	11.810295	9.970307
 30-34 	86.406418	50.421262	35.985156
 35-39 	148.094471	93.293492	54.800978
 40-44 	155.335982	104.162916	51.173066
 45-49 	129.245539	90.231469	39.014070
 50-54 	110.857779	78.290076	32.567703
 55-59 	74.477702	51.725630	22.752071
 60-64 	35.175560	24.125766	11.049794
 65-69 	18.204254	12.582902	5.621353
 70-74 	11.884891	8.548237	3.336653
 75-79 	7.386472	5.554117	1.832355
 80+ 	6.001737	4.585953	1.415784
Total	926.912298	599.156886	327.755411
2019			
 0-4	13.875961	7.147665	6.728297
 5-9	31.897588	16.686851	15.210737
 10-14 	17.965155	9.525394	8.439761
 15-19 	0.371845	0.220554	0.151291
 20-24 	1.722212	0.996695	0.725517
 25-29 	17.700341	9.827919	7.872422
 30-34 	75.546727	43.990136	31.556591
 35-39 	144.948887	90.563898	54.384989
 40-44 	160.582572	106.953363	53.629210
 45-49 	137.149980	95.432210	41.717771
 50-54 	115.926239	81.835022	34.091217
 55-59 	82.731819	57.685956	25.045862
 60-64 	41.064758	28.189855	12.874903
 65-69 	19.618254	13.542834	6.075421
 70-74 	12.590108	8.977533	3.612575
 75-79 	7.794612	5.826966	1.967647
 80+ 	6.525884	4.974686	1.551198
Total	951.751648	615.737446	336.014202
2020			
 0-4	13.493847	6.949740	6.544107
 5-9	29.313116	15.335824	13.977292
 10-14 	23.929547	12.706651	11.222897
 15-19 	1.289853	0.703016	0.586836
 20-24 	1.762521	1.012067	0.750454
 25-29 	15.093810	8.496274	6.597536
 30-34 	65.686706	38.087960	27.598746
 35-39 	139.817600	86.455505	53.362094
 40-44 	165.192712	109.030585	56.162127
 45-49 	146.986756	101.681773	45.304984
 50-54 	119.379148	84.030147	35.349001
 55-59 	90.785562	63.471844	27.313717
 60-64 	47.754399	32.797036	14.957363
 65-69 	21.557056	14.856331	6.700725
 70-74 	13.320831	9.418350	3.902481
 75-79 	8.251572	6.113218	2.138354
 80+ 	7.047420	5.358735	1.688685
Total	977.398967	631.497270	345.901697
2021			
 0-4	12.096999	6.231773	5.865227
 5-9	26.542616	13.882266	12.660349
 10-14 	28.651524	15.231686	13.419838
 15-19 	3.412202	1.831104	1.581098
 20-24 	1.695229	0.973715	0.721515
 25-29 	12.673598	7.253096	5.420503
 30-34 	55.675490	32.233236	23.442254
 35-39 	131.006978	80.217472	50.789506
 40-44 	167.338773	109.364052	57.974722
 45-49 	154.206780	105.854491	48.352289
 50-54 	123.621118	86.799981	36.821137
 55-59 	97.851614	68.568649	29.282964
 60-64 	54.895223	37.745185	17.150038
 65-69 	24.065165	16.554638	7.510528
 70-74 	14.017708	9.839008	4.178700
 75-79 	8.695678	6.375999	2.319679
 80+ 	7.549531	5.723065	1.826465
Total	991.287364	640.025139	351.262225
2022			
 0-4	9.824491	5.063011	4.761480
 5-9	24.832169	12.987571	11.844598
 10-14 	30.348664	16.153243	14.195421
 15-19 	7.009711	3.751525	3.258186
 20-24 	1.674094	0.992183	0.681911
 25-29 	11.023128	6.527688	4.495440
 30-34 	47.159182	27.581678	19.577504
 35-39 	120.488577	73.400318	47.088259
 40-44 	167.914631	108.795907	59.118724
 45-49 	160.625075	109.496502	51.128573
 50-54 	128.559321	90.084035	38.475286
 55-59 	104.063580	73.063952	30.999629
 60-64 	62.404524	43.018104	19.386419
 65-69 	27.436483	18.851879	8.584604
 70-74 	14.745701	10.299028	4.446673
 75-79 	9.174896	6.661087	2.513809
 80+ 	8.065299	6.093207	1.972092
Total	1,000.354850	647.024742	353.330107
2023			
 0-4	8.848443	4.559065	4.289377
 5-9	22.308920	11.666766	10.642153
 10-14 	31.054276	16.539551	14.514724
 15-19 	11.627188	6.218816	5.408372
 20-24 	1.722339	1.067141	0.655198
 25-29 	9.985264	6.187139	3.798125
 30-34 	40.344756	24.135907	16.208849
 35-39 	108.983685	66.397269	42.586416
 40-44 	166.439801	107.065308	59.374494
 45-49 	166.088781	112.548621	53.540160
 50-54 	134.370802	93.955092	40.415709
 55-59 	109.458758	76.925261	32.533498
 60-64 	69.891946	48.351490	21.540456
 65-69 	31.726009	21.787118	9.938891
 70-74 	15.585455	10.852864	4.732591
 75-79 	9.678802	6.963400	2.715401
 80+ 	8.602688	6.472720	2.129968
Total	1,008.929552	654.458913	354.470639
2024			
 0-4	8.904765	4.587134	4.317631
 5-9	19.854955	10.381688	9.473268
 10-14 	30.069962	16.023806	14.046156
 15-19 	17.287980	9.247080	8.040901
 20-24 	1.920794	1.223473	0.697321
 25-29 	9.373989	6.095189	3.278800
 30-34 	35.133562	21.727661	13.405901
 35-39 	97.226638	59.608739	37.617899
 40-44 	162.509126	103.976212	58.532914
 45-49 	170.595678	115.007862	55.587816
 50-54 	141.102120	98.397243	42.704877
 55-59 	113.925531	80.084518	33.841013
 60-64 	77.186577	53.613790	23.572788
 65-69 	36.826133	25.295122	11.531011
 70-74 	16.696343	11.606953	5.089390
 75-79 	10.192724	7.274426	2.918298
 80+ 	9.164790	6.862719	2.302071
Total	1,016.801351	662.006243	354.795108
2025			
 0-4	9.821912	5.059510	4.762402
 5-9	17.938101	9.381969	8.556132
 10-14 	27.640597	14.729564	12.911033
 15-19 	22.843862	12.223567	10.620295
 20-24 	2.761564	1.709050	1.052514
 25-29 	9.027471	6.137377	2.890094
 30-34 	31.291646	20.142986	11.148660
 35-39 	86.040673	53.445599	32.595074
 40-44 	156.166771	99.611722	56.555049
 45-49 	174.136482	116.817042	57.319440
 50-54 	149.545486	103.974091	45.571394
 55-59 	116.536786	81.874245	34.662541
 60-64 	84.216834	58.738564	25.478269
 65-69 	42.573055	29.275202	13.297853
 70-74 	18.248940	12.672776	5.576164
 75-79 	10.719675	7.598211	3.121464
 80+ 	9.750902	7.262202	2.488700
Total	1,024.661368	669.824721	354.836647
2026			
 0-4	11.019548	5.677773	5.341775
 5-9	16.131538	8.437791	7.693747
 10-14 	25.031279	13.335660	11.695620
 15-19 	27.247423	14.581703	12.665720
 20-24 	4.750108	2.791005	1.959103
 25-29 	8.885026	6.258383	2.626644
 30-34 	28.613131	19.205343	9.407788
 35-39 	76.081622	48.204664	27.876957
 40-44 	147.756099	94.234050	53.522050
 45-49 	176.482571	117.807690	58.674881
 50-54 	156.545059	108.364139	48.180920
 55-59 	120.519698	84.664226	35.855472
 60-64 	90.704686	63.503418	27.201268
 65-69 	48.865137	33.667905	15.197231
 70-74 	20.367882	14.129392	6.238490
 75-79 	11.275012	7.947843	3.327169
 80+ 	10.362023	7.671661	2.690362
Total	1,032.820208	677.933870	354.886338
2027			
 0-4	11.821811	6.093553	5.728258
 5-9	14.993090	7.840303	7.152787
 10-14 	23.421611	12.476922	10.944689
 15-19 	28.816226	15.423325	13.392901
 20-24 	8.125555	4.589921	3.535634
 25-29 	8.934177	6.439664	2.494512
 30-34 	27.004498	18.810362	8.194136
 35-39 	67.845458	44.094771	23.750687
 40-44 	137.913071	88.244218	49.668853
 45-49 	177.495987	117.895877	59.600110
 50-54 	162.950413	112.265114	50.685299
 55-59 	125.176483	87.871164	37.305319
 60-64 	96.493909	67.744555	28.749354
 65-69 	55.496999	38.339046	17.157952
 70-74 	23.225491	16.091606	7.133885
 75-79 	11.858202	8.323774	3.534428
 80+ 	11.008643	8.099040	2.909604
Total	1,042.818138	687.053994	355.764145
2028			
 0-4	12.496939	6.442670	6.054269
 5-9	14.813859	7.745071	7.068788
 10-14 	21.043234	11.209662	9.833572
 15-19 	29.467187	15.770661	13.696527
 20-24 	12.433549	6.869152	5.564397
 25-29 	9.043713	6.614455	2.429258
 30-34 	26.071507	18.726893	7.344614
 35-39 	61.307597	41.039295	20.268302
 40-44 	127.150803	81.952929	45.197874
 45-49 	176.551887	116.758153	59.793734
 50-54 	168.503725	115.567400	52.936325
 55-59 	130.630025	91.551952	39.078073
 60-64 	101.576177	71.410358	30.165819
 65-69 	62.116323	43.051980	19.064343
 70-74 	26.851967	18.581780	8.270187
 75-79 	12.527971	8.767054	3.760917
 80+ 	11.684485	8.540285	3.144200
Total	1,052.624982	695.997153	356.627829
2029			
 0-4	12.960763	6.682139	6.278624
 5-9	15.260341	7.976895	7.283446
 10-14 	18.728674	9.975802	8.752873
 15-19 	28.536636	15.275661	13.260975
 20-24 	17.713932	9.653499	8.060433
 25-29 	9.305232	6.821949	2.483283
 30-34 	25.657837	18.849937	6.807900
 35-39 	56.467748	38.961126	17.506622
 40-44 	116.263309	75.821995	40.441314
 45-49 	173.360522	114.285285	59.075237
 50-54 	173.246607	118.300389	54.946219
 55-59 	137.002332	95.757986	41.244346
 60-64 	105.834320	74.425116	31.409204
 65-69 	68.593198	47.705557	20.887641
 70-74 	31.155930	21.543114	9.612816
 75-79 	13.415809	9.366985	4.048824
 80+ 	12.382129	8.990953	3.391176
Total	1,062.835099	705.029223	357.805875
2030			
 0-4	13.109088	6.758278	6.350810
 5-9	16.215888	8.476240	7.739649
 10-14 	16.919716	9.015721	7.903995
 15-19 	26.251621	14.050118	12.201503
 20-24 	22.902123	12.384573	10.517550
 25-29 	10.179397	7.300771	2.878625
 30-34 	25.576676	19.070520	6.506156
 35-39 	53.105230	37.694241	15.410989
 40-44 	106.021288	70.267216	35.754072
 45-49 	167.966416	110.583895	57.382521
 50-54 	177.154605	120.413000	56.741605
 55-59 	145.112235	101.089531	44.022705
 60-64 	108.329264	76.115272	32.213992
 65-69 	74.874879	52.251599	22.623280
 70-74 	35.998375	24.889004	11.109371
 75-79 	14.658768	10.214287	4.444481
 80+ 	13.102954	9.453548	3.649406
Total	1,073.723217	714.278052	359.445164
2031			
 0-4	13.168657	6.787851	6.380806
 5-9	17.254327	9.020607	8.233720
 10-14 	15.214019	8.109217	7.104802
 15-19 	23.782772	12.726519	11.056252
 20-24 	27.022248	14.548586	12.473662
 25-29 	12.073134	8.273942	3.799192
 30-34 	25.633019	19.280593	6.352426
 35-39 	50.859919	37.003098	13.856821
 40-44 	96.903950	65.517423	31.386527
 45-49 	160.562819	105.851615	54.711204
 50-54 	179.920142	121.706884	58.213258
 55-59 	151.897542	105.311842	46.585700
 60-64 	112.098712	78.723081	33.375632
 65-69 	80.707075	56.493889	24.213186
 70-74 	41.287964	28.565366	12.722597
 75-79 	16.352030	11.369422	4.982607
 80+ 	13.856872	9.936964	3.919909
Total	1,084.232204	723.144576	361.087627
2032			
 0-4	13.065997	6.733910	6.332087
 5-9	18.100359	9.464930	8.635429
 10-14 	14.138192	7.535374	6.602818
 15-19 	22.243913	11.896559	10.347354
 20-24 	28.489806	15.308794	13.181012
 25-29 	15.221126	9.869353	5.351773
 30-34 	25.757361	19.448658	6.308703
 35-39 	49.517227	36.735075	12.782152
 40-44 	89.247863	61.716477	27.531386
 45-49 	151.648537	100.431541	51.216996
 50-54 	181.301760	122.053359	59.248401
 55-59 	158.106904	109.064879	49.042025
 60-64 	116.417774	81.657807	34.759967
 65-69 	85.934991	60.283482	25.651510
 70-74 	46.847309	32.457652	14.389657
 75-79 	18.628193	12.920401	5.707791
 80+ 	14.646098	10.444169	4.201929
Total	1,094.617958	731.756634	362.861324
2033			
 0-4	12.764432	6.577828	6.186604
 5-9	18.652641	9.754710	8.897931
 10-14 	13.967082	7.444144	6.522938
 15-19 	19.977858	10.681046	9.296812
 20-24 	29.105001	15.616674	13.488327
 25-29 	19.262195	11.909764	7.352431
 30-34 	25.945325	19.577568	6.367758
 35-39 	48.881278	36.764247	12.117031
 40-44 	83.273230	58.933391	24.339838
 45-49 	141.913334	94.742972	47.170362
 50-54 	180.899995	121.267565	59.632430
 55-59 	163.582853	112.295597	51.287256
 60-64 	121.461231	85.009211	36.452021
 65-69 	90.581150	63.595058	26.986093
 70-74 	52.406399	36.386504	16.019895
 75-79 	21.519126	14.889399	6.629727
 80+ 	15.520200	11.009993	4.510206
Total	1,105.097487	740.232352	364.865134
2034			
 0-4	12.369325	6.373863	5.995462
 5-9	18.900257	9.883921	9.016336
 10-14 	14.386614	7.667337	6.719276
 15-19 	17.771724	9.498908	8.272816
 20-24 	28.228598	15.141630	13.086968
 25-29 	24.223327	14.421950	9.801377
 30-34 	26.216628	19.679100	6.537528
 35-39 	48.702062	36.942153	11.759909
 40-44 	78.903778	57.063209	21.840570
 45-49 	132.024121	89.182282	42.841839
 50-54 	178.374285	119.218314	59.155970
 55-59 	168.311626	115.001931	53.309695
 60-64 	127.341076	88.832524	38.508552
 65-69 	94.502876	66.335736	28.167140
 70-74 	57.857554	40.270901	17.586653
 75-79 	24.947701	17.227542	7.720159
 80+ 	16.571169	11.696957	4.874212
Total	1,115.288917	748.363380	366.925537
2035			
 0-4	11.894789	6.129302	5.765487
 5-9	18.901713	9.883600	9.018112
 10-14 	15.287120	8.147571	7.139549
 15-19 	16.045188	8.576109	7.469079
 20-24 	26.068703	13.983719	12.084984
 25-29 	29.100692	16.891784	12.208908
 30-34 	26.981913	19.971962	7.009951
 35-39 	48.748235	37.140571	11.607664
 40-44 	75.894582	55.935221	19.959361
 45-49 	122.660414	84.116854	38.543560
 50-54 	173.711774	115.980562	57.731212
 55-59 	172.234632	117.116737	55.117895
 60-64 	134.824822	93.694187	41.130636
 65-69 	96.795978	67.860956	28.935022
 70-74 	63.160549	44.076070	19.084479
 75-79 	28.801142	19.864423	8.936719
 80+ 	17.897475	12.570570	5.326905
Total	1,125.093343	756.100672	368.992671
2036			
 0-4	11.432532	5.891072	5.541460
 5-9	18.733706	9.794894	8.938812
 10-14 	16.265662	8.670864	7.594798
 15-19 	14.425837	7.713576	6.712261
 20-24 	23.716784	12.726701	10.990083
 25-29 	32.975496	18.844617	14.130879
 30-34 	28.650677	20.683417	7.967260
 35-39 	48.869002	37.278045	11.590957
 40-44 	73.955993	55.352391	18.603602
 45-49 	114.323946	79.790652	34.533294
 50-54 	167.151151	111.777000	55.374151
 55-59 	175.098479	118.476462	56.622017
 60-64 	141.141466	97.578287	43.563180
 65-69 	100.228722	70.205529	30.023193
 70-74 	68.116989	47.649552	20.467437
 75-79 	33.011554	22.760703	10.250851
 80+ 	19.570821	13.677159	5.893662
Total	1,134.100717	763.227751	370.872966
2037			
 0-4	11.079479	5.709029	5.370450
 5-9	18.384196	9.611745	8.772451
 10-14 	17.062349	9.097879	7.964470
 15-19 	13.406805	7.172315	6.234489
 20-24 	22.223044	11.918910	10.304135
 25-29 	34.319652	19.486302	14.833350
 30-34 	31.420849	21.931928	9.488921
 35-39 	48.931208	37.295159	11.636048
 40-44 	72.795231	55.118699	17.676532
 45-49 	107.265368	76.299980	30.965388
 50-54 	159.116470	106.909219	52.207251
 55-59 	176.652459	118.950358	57.702101
 60-64 	146.956613	101.059634	45.896979
 65-69 	104.118533	72.816892	31.301641
 70-74 	72.594928	50.866710	21.728218
 75-79 	37.437535	25.826338	11.611197
 80+ 	21.678276	15.074527	6.603749
Total	1,141.969020	769.564277	372.404743
2038			
 0-4	10.858801	5.595177	5.263625
 5-9	17.903220	9.360064	8.543156
 10-14 	17.582159	9.376357	8.205802
 15-19 	13.240250	7.087268	6.152983
 20-24 	20.044030	10.755662	9.288368
 25-29 	34.809824	19.686580	15.123244
 30-34 	34.958879	23.566718	11.392161
 35-39 	48.887276	37.174616	11.712660
 40-44 	72.164241	55.078291	17.085950
 45-49 	101.661838	73.692338	27.969500
 50-54 	150.213665	101.746633	48.467033
 55-59 	176.504163	118.359199	58.144964
 60-64 	152.100710	104.073616	48.027094
 65-69 	108.620016	75.774236	32.845780
 70-74 	76.601442	53.698765	22.902678
 75-79 	41.868332	28.923630	12.944702
 80+ 	24.261471	16.791661	7.469810
Total	1,148.624499	775.072409	373.552089
2039			
 0-4	10.758088	5.543173	5.214916
 5-9	17.381697	9.087441	8.294256
 10-14 	17.815096	9.500622	8.314475
 15-19 	13.628932	7.297999	6.330933
 20-24 	17.922813	9.626279	8.296534
 25-29 	33.849885	19.139722	14.710163
 30-34 	39.342190	25.644994	13.697196
 35-39 	48.785379	36.944474	11.840905
 40-44 	71.853622	55.106217	16.747406
 45-49 	97.488924	71.896096	25.592828
 50-54 	141.083442	96.665344	44.418097
 55-59 	174.350480	116.591788	57.758692
 60-64 	156.557327	106.614347	49.942980
 65-69 	113.859105	79.146522	34.712584
 70-74 	79.998368	56.054135	23.944232
 75-79 	46.225283	31.994463	14.230821
 80+ 	27.314122	18.826841	8.487281
Total	1,154.169637	779.811693	374.357944
2040			
 0-4	10.744891	5.536344	5.208547
 5-9	16.877429	8.823812	8.053617
 10-14 	17.816279	9.500421	8.315858
 15-19 	14.468540	7.747912	6.720628
 20-24 	16.259570	8.742176	7.517395
 25-29 	31.650260	17.945524	13.704736
 30-34 	43.640509	27.697282	15.943228
 35-39 	49.035003	36.824031	12.210972
 40-44 	71.654509	55.088423	16.566087
 45-49 	94.546830	70.769654	23.777176
 50-54 	132.358325	92.001195	40.357130
 55-59 	170.175892	113.715760	56.460132
 60-64 	160.268672	108.617723	51.650948
 65-69 	120.539993	83.452834	37.087159
 70-74 	81.969064	57.352110	24.616955
 75-79 	50.481229	35.015690	15.465539
 80+ 	30.812312	21.167524	9.644788
Total	1,158.737907	783.858990	374.878917
2041			
 0-4	10.775063	5.551950	5.223113
 5-9	16.452745	8.601507	7.851238
 10-14 	17.657849	9.415197	8.242652
 15-19 	15.378647	8.234661	7.143985
 20-24 	14.705618	7.920780	6.784838
 25-29 	29.257033	16.653342	12.603691
 30-34 	47.016465	29.293395	17.723070
 35-39 	50.088260	37.064673	13.023587
 40-44 	71.474492	54.976979	16.497513
 45-49 	92.606410	70.149358	22.457052
 50-54 	124.547261	88.000809	36.546453
 55-59 	164.220631	109.947020	54.273611
 60-64 	163.015694	109.941749	53.073945
 65-69 	126.217747	86.920821	39.296926
 70-74 	84.953731	59.379432	25.574299
 75-79 	54.485845	37.872777	16.613068
 80+ 	34.755266	23.816332	10.938935
Total	1,162.494414	787.309436	375.184978
2042			
 0-4	10.833346	5.582073	5.251273
 5-9	16.151793	8.443709	7.708084
 10-14 	17.328445	9.239238	8.089207
 15-19 	16.117714	8.630056	7.487658
 20-24 	13.719596	7.400830	6.318766
 25-29 	27.695302	15.793650	11.901652
 30-34 	48.018090	29.681171	18.336919
 35-39 	52.197219	37.818309	14.378910
 40-44 	71.228357	54.739042	16.489315
 45-49 	91.413386	69.859614	21.553772
 50-54 	117.921853	84.770918	33.150935
 55-59 	156.901928	105.576738	51.325190
 60-64 	164.585251	110.476994	54.108257
 65-69 	131.485719	90.060820	41.424899
 70-74 	88.335198	61.636857	26.698341
 75-79 	58.138770	40.470677	17.668092
 80+ 	39.101528	26.748626	12.352902
Total	1,165.487079	790.194344	375.292735
2043			
 0-4	10.906505	5.619888	5.286616
 5-9	15.975028	8.350817	7.624212
 10-14 	16.875294	8.997450	7.877844
 15-19 	16.598076	8.886616	7.711460
 20-24 	13.534730	7.304128	6.230602
 25-29 	25.500886	14.612065	10.888821
 30-34 	48.243848	29.677080	18.566768
 35-39 	55.095955	38.978001	16.117954
 40-44 	70.882093	54.363342	16.518750
 45-49 	90.740353	69.755603	20.984750
 50-54 	112.674393	82.369579	30.304813
 55-59 	148.789046	100.947884	47.841162
 60-64 	164.628746	110.067533	54.561213
 65-69 	136.187299	92.810288	43.377011
 70-74 	92.237849	64.184591	28.053258
 75-79 	61.443168	42.784495	18.658672
 80+ 	43.727260	29.885910	13.841350
