Number on ART by age			
	India		
 80+ 	193.570283	153.703775	39.866508
Total	52745.538046	36985.865286	15759.672761
2007			
 0-4	5570.617304	2920.316935	2650.300369
 5-9	512.634114	269.470191	243.163923
 10-14 	0.000000	0.000000	0.000000
 15-19 	162.483032	93.695354	68.787678
 20-24 	885.832967	475.646778	410.186190
 25-29 	8500.440914	5105.619955	3394.820959
 30-34 	19816.394188	13049.851357	6766.542831
 35-39 	22281.171642	15689.392929	6591.778713
 40-44 	20664.418293	15176.964615	5487.453678
 45-49 	18687.519791	13918.523369	4768.996422
 50-54 	14962.928865	11070.881432	3892.047434
 55-59 	8260.964319	5938.406578	2322.557741
 60-64 	4464.315011	3139.895388	1324.419623
 65-69 	2694.920945	1932.433722	762.487223
 70-74 	1645.501054	1237.593265	407.907789
 75-79 	982.034113	749.687711	232.346402
 80+ 	507.507676	397.118315	110.389361
Total	136682.935646	94355.285016	42327.650630
2008			
 0-4	9200.768994	4819.850493	4380.918501
 5-9	1573.425973	826.880193	746.545780
 10-14 	0.000000	0.000000	0.000000
 15-19 	275.742289	160.411915	115.330374
 20-24 	864.312001	461.007871	403.304131
 25-29 	9634.109561	5693.874597	3940.234964
 30-34 	25726.086912	16671.868500	9054.218412
 35-39 	31074.433088	21602.981133	9471.451956
 40-44 	29621.050159	21570.137569	8050.912590
 45-49 	25870.807528	19170.612137	6700.195391
 50-54 	21378.758965	15763.966614	5614.792351
 55-59 	12295.627651	8844.482908	3451.144743
 60-64 	6401.563350	4476.231966	1925.331384
 65-69 	3791.284270	2689.270082	1102.014189
 70-74 	2295.719306	1703.294646	592.424660
 75-79 	1352.077843	1026.666708	325.411134
 80+ 	746.351567	577.439168	168.912399
Total	192876.314425	131705.707184	61170.607242
2009			
 0-4	11693.208426	6121.291736	5571.916690
 5-9	3480.241555	1828.143741	1652.097814
 10-14 	0.000000	0.000000	0.000000
 15-19 	626.080162	355.679990	270.400172
 20-24 	1139.942389	592.358522	547.583867
 25-29 	13021.660063	7459.031033	5562.629030
 30-34 	37611.354820	23656.611542	13954.743279
 35-39 	48480.683010	32880.430679	15600.252331
 40-44 	46995.054607	33564.148827	13430.905781
 45-49 	40907.641766	29815.063683	11092.578083
 50-54 	33535.914616	24391.589012	9144.325603
 55-59 	19964.643047	14216.983082	5747.659966
 60-64 	10190.510981	7025.422928	3165.088053
 65-69 	5900.431832	4108.768497	1791.663335
 70-74 	3547.468898	2576.226273	971.242625
 75-79 	2066.050441	1543.827178	522.223263
 80+ 	1187.185395	904.466614	282.718781
Total	295521.521988	198989.478812	96532.043176
2010			
 0-4	13675.455925	7154.919421	6520.536504
 5-9	6170.634340	3239.547577	2931.086763
 10-14 	0.000000	0.000000	0.000000
 15-19 	1426.451988	819.603544	606.848445
 20-24 	3097.084378	1732.131784	1364.952594
 25-29 	21623.725998	12726.132019	8897.593979
 30-34 	59903.700150	37834.669182	22069.030968
 35-39 	82262.523537	55803.709511	26458.814026
 40-44 	77656.278522	55434.494911	22221.783611
 45-49 	65592.601963	47838.229477	17754.372486
 50-54 	51504.503975	37481.648758	14022.855217
 55-59 	31343.531395	22405.647137	8937.884258
 60-64 	15996.424447	11078.009340	4918.415107
 65-69 	9028.236519	6287.733254	2740.503265
 70-74 	5402.918993	3906.072925	1496.846068
 75-79 	3124.128029	2327.869389	796.258640
 80+ 	1825.534555	1389.264332	436.270223
Total	469479.824979	317854.149559	151625.675421
2011			
 0-4	14137.305770	7391.031995	6746.273775
 5-9	9520.984703	4995.453074	4525.531629
 10-14 	99.556594	52.305221	47.251373
 15-19 	2085.123793	1162.824533	922.299261
 20-24 	3637.810955	1948.162184	1689.648771
 25-29 	23632.031685	13448.876941	10183.154744
 30-34 	69665.020748	42627.068977	27037.951771
 35-39 	102887.003689	67883.891510	35003.112179
 40-44 	99629.710312	69558.218674	30071.491638
 45-49 	83258.439598	59623.123016	23635.316582
 50-54 	65146.655010	46767.368748	18379.286263
 55-59 	40599.908150	28718.332903	11881.575247
 60-64 	21014.559987	14401.459616	6613.100371
 65-69 	11443.025115	7826.758614	3616.266501
 70-74 	6736.714276	4767.738930	1968.975346
 75-79 	3869.458335	2830.800347	1038.657987
 80+ 	2337.381457	1752.885606	584.495852
Total	583458.537245	388195.091179	195263.446066
2012			
 0-4	14516.155596	7586.706796	6929.448800
 5-9	13050.233665	6841.370024	6208.863641
 10-14 	496.522741	260.750560	235.772181
 15-19 	2805.645022	1569.471012	1236.174011
 20-24 	3956.084519	2119.852588	1836.231931
 25-29 	23852.859186	13477.234081	10375.625105
 30-34 	74971.758144	45206.602650	29765.155495
 35-39 	119468.001446	77612.437630	41855.563816
 40-44 	120367.032223	82991.521553	37375.510670
 45-49 	101183.298222	71855.311005	29327.987217
 50-54 	78762.513210	56232.496662	22530.016548
 55-59 	50135.069177	35369.750296	14765.318881
 60-64 	26683.430242	18283.894157	8399.536085
 65-69 	13946.375833	9456.670729	4489.705104
 70-74 	8071.079508	5643.029985	2428.049523
 75-79 	4612.691872	3337.081254	1275.610618
 80+ 	2865.257427	2131.039043	734.218384
Total	687806.920036	454664.047404	233142.872632
2013			
 0-4	14254.249341	7446.942071	6807.307270
 5-9	16046.818526	8405.753237	7641.065289
 10-14 	1526.201651	801.246924	724.954727
 15-19 	3577.092812	2009.404678	1567.688134
 20-24 	4306.271267	2324.126525	1982.144742
 25-29 	23184.597438	13076.090327	10108.507110
 30-34 	76761.999758	45778.782810	30983.216948
 35-39 	132039.352970	84588.313774	47451.039196
 40-44 	139770.982092	95240.284557	44530.697535
 45-49 	119229.574863	84024.819778	35204.755085
 50-54 	92387.538363	65644.032291	26743.506071
 55-59 	59932.552567	42190.952803	17741.599765
 60-64 	33006.941364	22648.522009	10358.419355
 65-69 	16625.810164	11200.592469	5425.217695
 70-74 	9428.875985	6523.077289	2905.798697
 75-79 	5358.215607	3834.418939	1523.796668
 80+ 	3403.619632	2512.398156	891.221476
Total	782667.963918	514903.700869	267764.263049
2014			
 0-4	10212.373125	5329.021714	4883.351411
 5-9	18233.770885	9544.141487	8689.629398
 10-14 	3380.866273	1774.103936	1606.762337
 15-19 	4153.172968	2399.066598	1754.106369
 20-24 	4766.084454	2653.523135	2112.561319
 25-29 	21702.619875	12475.698511	9226.921364
 30-34 	74866.712643	44775.824736	30090.887907
 35-39 	139273.918716	88747.481636	50526.437080
 40-44 	156739.931690	106178.652527	50561.279163
 45-49 	135951.320953	95619.735771	40331.585182
 50-54 	105383.913282	74868.512043	30515.401239
 55-59 	69725.096164	49182.077646	20543.018517
 60-64 	39600.185263	27327.890162	12272.295101
 65-69 	19521.453546	13154.680195	6366.773351
 70-74 	10784.508511	7420.570940	3363.937572
 75-79 	6072.307923	4317.706368	1754.601554
 80+ 	3936.142200	2893.694265	1042.447934
Total	856131.388756	565309.648809	290821.739947
2015			
 0-4	6706.089816	3497.607142	3208.482674
 5-9	19070.879703	9974.632066	9096.247637
 10-14 	6005.089024	3149.513842	2855.575182
 15-19 	4956.949830	2924.244629	2032.705201
 20-24 	5903.998002	3368.956008	2535.041993
 25-29 	21646.418240	12722.279633	8924.138608
 30-34 	74206.982836	44702.812677	29504.170158
 35-39 	147097.387703	93392.740623	53704.647079
 40-44 	177574.270851	119641.240925	57933.029926
 45-49 	154424.223194	108276.583038	46147.640156
 50-54 	120826.047348	85760.106747	35065.940601
 55-59 	81283.854410	57398.061213	23885.793198
 60-64 	47281.771214	32771.604197	14510.167017
 65-69 	23281.529448	15725.323685	7556.205764
 70-74 	12468.346247	8538.578346	3929.767901
 75-79 	6930.899264	4896.451371	2034.447893
 80+ 	4556.936744	3336.507021	1220.429723
Total	946003.732416	626698.996213	319304.736203
2016			
 0-4	3817.036564	1989.141763	1827.894801
 5-9	18547.364426	9693.599293	8853.765133
 10-14 	9281.545717	4865.384622	4416.161095
 15-19 	5944.415562	3450.984213	2493.431349
 20-24 	7417.387969	4177.431080	3239.956889
 25-29 	22183.673709	12940.052687	9243.621022
 30-34 	73393.570297	43892.499987	29501.070311
 35-39 	152834.634064	95707.367027	57127.267036
 40-44 	195933.139690	130176.379227	65756.760464
 45-49 	174782.577671	121100.274590	53682.303082
 50-54 	137453.304243	96807.845688	40645.458555
 55-59 	93631.904873	65794.895393	27837.009480
 60-64 	55563.598969	38430.013105	17133.585863
 65-69 	27748.538651	18701.546472	9046.992179
 70-74 	14337.950062	9718.051091	4619.898971
 75-79 	7848.922715	5475.788898	2373.133817
 80+ 	5216.789873	3785.138465	1431.651408
Total	1037582.301759	683254.519277	354327.782482
2017			
 0-4	1563.358727	813.861970	749.496757
 5-9	16916.946342	8835.361921	8081.584421
 10-14 	12739.359627	6672.911888	6066.447739
 15-19 	6880.883489	4005.411056	2875.472433
 20-24 	8898.072277	5056.448192	3841.624084
 25-29 	22365.508820	13187.543595	9177.965225
 30-34 	70946.379108	42656.922997	28289.456112
 35-39 	153850.834902	95853.427570	57997.407331
 40-44 	209728.245285	138089.125507	71639.119778
 45-49 	193410.415581	132985.411041	60425.004539
 50-54 	154065.395811	108034.689774	46030.706038
 55-59 	105855.514936	74238.766537	31616.748400
 60-64 	63897.087091	44216.293513	19680.793578
 65-69 	32809.331589	22168.240009	10641.091579
 70-74 	16270.330230	10959.335059	5310.995172
 75-79 	8762.221141	6062.541723	2699.679418
 80+ 	5885.429376	4240.291243	1645.138133
Total	1116064.979030	734398.719376	381666.259654
2018			
 0-4	519.434242	271.161557	248.272685
 5-9	14038.480946	7326.074396	6712.406549
 10-14 	15682.891819	8209.027214	7473.864605
 15-19 	7390.270477	4294.954365	3095.316112
 20-24 	9601.681981	5521.572184	4080.109797
 25-29 	20594.005023	12294.729079	8299.275944
 30-34 	64064.522269	38833.865631	25230.656638
 35-39 	145570.165876	90438.265728	55131.900148
 40-44 	213183.736771	139228.037178	73955.699593
 45-49 	205290.726364	140133.967354	65156.759010
 50-54 	167195.635486	116799.703259	50395.932227
 55-59 	116168.976011	81358.444660	34810.531351
 60-64 	71245.813272	49334.701958	21911.111314
 65-69 	37792.408056	25615.763874	12176.644182
 70-74 	18031.327405	12078.926414	5952.400992
 75-79 	9504.747106	6525.039107	2979.707999
 80+ 	6461.893638	4620.806470	1841.087168
Total	1152577.523749	758691.303596	393886.220153
2019			
 0-4	1216.475907	635.867846	580.608061
 5-9	10116.244805	5275.829052	4840.415753
 10-14 	17831.415234	9327.106258	8504.308975
 15-19 	8564.935733	4906.956233	3657.979500
 20-24 	10229.363835	5966.289987	4263.073848
 25-29 	19619.413939	11870.257083	7749.156856
 30-34 	58058.518487	35594.382118	22464.136369
 35-39 	135919.422276	84484.063862	51435.358415
 40-44 	213106.065729	138191.886608	74914.179121
 45-49 	216655.582176	146789.838516	69865.743660
 50-54 	179945.439600	125201.298256	54744.141344
 55-59 	126701.090814	88587.773706	38113.317108
 60-64 	79043.439624	54756.336980	24287.102644
 65-69 	43159.519873	29341.824183	13817.695689
 70-74 	20138.278864	13445.396046	6692.882818
 75-79 	10326.109693	7035.839050	3290.270644
 80+ 	7057.755375	5009.423524	2048.331850
Total	1186853.207912	781659.172467	405194.035445
2020			
 0-4	2361.637656	1233.609272	1128.028384
 5-9	6837.287615	3564.085531	3273.202084
 10-14 	18662.692585	9754.770489	8907.922096
 15-19 	10274.974367	5780.981790	4493.992577
 20-24 	10716.261546	6331.401007	4384.860539
 25-29 	19305.518289	11833.588219	7471.930070
 30-34 	52882.164184	32877.812002	20004.352181
 35-39 	125482.121785	78307.261765	47174.860021
 40-44 	209516.387196	135097.471325	74418.915871
 45-49 	228415.109877	153656.077396	74759.032480
 50-54 	190113.867410	131679.998367	58433.869042
 55-59 	137369.791265	95855.290678	41514.500587
 60-64 	87280.050874	60473.263291	26806.787583
 65-69 	48695.015523	33183.888057	15511.127466
 70-74 	22672.105123	15121.490115	7550.615008
 75-79 	11237.213293	7600.468604	3636.744688
 80+ 	7667.134776	5401.999608	2265.135168
Total	1217350.951217	802305.922808	415045.028410
2021			
 0-4	3867.922326	2019.036679	1848.885646
 5-9	4354.658721	2269.319763	2085.338958
 10-14 	18160.315636	9485.317736	8674.997900
 15-19 	12511.393084	6920.896001	5590.497083
 20-24 	11118.351346	6639.501350	4478.849995
 25-29 	19485.191864	12077.646419	7407.545445
 30-34 	48592.257828	30695.917307	17896.340521
 35-39 	115071.926413	72347.937862	42723.988550
 40-44 	202944.729158	130369.883282	72574.845877
 45-49 	235927.629856	157580.129444	78347.500412
 50-54 	201459.792444	138823.178429	62636.614016
 55-59 	148379.180707	103297.567492	45081.613215
 60-64 	95844.378316	66395.387353	29448.990963
 65-69 	54430.532169	37159.415114	17271.117055
 70-74 	25676.417878	17138.195915	8538.221962
 75-79 	12247.508083	8226.022997	4021.485085
 80+ 	8301.050068	5805.880985	2495.169083
Total	1244756.132579	821024.908306	423731.224273
2022			
 0-4	5539.706356	2889.610459	2650.095897
 5-9	2788.645660	1454.863995	1333.781665
 10-14 	16571.595432	8649.660782	7921.934650
 15-19 	14982.546253	8148.632932	6833.913321
 20-24 	11457.909143	6907.959526	4549.949617
 25-29 	19992.259433	12517.777095	7474.482338
 30-34 	45221.939893	29054.621273	16167.318620
 35-39 	105331.168266	66930.571917	38400.596350
 40-44 	193936.946795	124415.815403	69521.131392
 45-49 	240368.881693	159448.540352	80920.341341
 50-54 	212178.288306	145388.482513	66789.805793
 55-59 	159839.320749	110974.483385	48864.837364
 60-64 	104613.957862	72428.514192	32185.443671
 65-69 	60331.259007	41234.805047	19096.453960
 70-74 	29234.054782	19555.619224	9678.435558
 75-79 	13357.850698	8912.671998	4445.178700
 80+ 	8970.853438	6229.105639	2741.747800
Total	1269617.131214	838135.870965	431481.260250
2023			
 0-4	7093.300337	3697.261645	3396.038693
 5-9	2754.844781	1440.717222	1314.127559
 10-14 	13764.668488	7178.982853	6585.685635
 15-19 	17385.960237	9352.648404	8033.311833
 20-24 	11738.665111	7094.728397	4643.936714
 25-29 	20651.748688	13049.615194	7602.133493
 30-34 	42784.474896	27948.787354	14835.687543
 35-39 	96648.632142	62240.202711	34408.429431
 40-44 	183172.016346	117674.549191	65497.467155
 45-49 	241541.066638	159228.406605	82312.660033
 50-54 	222176.029354	151305.932686	70870.096668
 55-59 	171521.999719	118711.351915	52810.647803
 60-64 	113615.907509	78582.695133	35033.212376
 65-69 	66463.593302	45451.940444	21011.652858
 70-74 	33265.512627	22313.686163	10951.826464
 75-79 	14633.728383	9709.653612	4924.074770
 80+ 	9687.256927	6677.971138	3009.285789
Total	1292512.219090	853976.092387	438536.126703
2024			
 0-4	8431.041912	4391.737268	4039.304644
 5-9	4189.569814	2189.750041	1999.819772
 10-14 	9933.796888	5177.873484	4755.923404
 15-19 	19096.451988	10195.947689	8900.504300
 20-24 	12566.123508	7522.221292	5043.902216
 25-29 	21210.439330	13533.732841	7676.706489
 30-34 	41318.660427	27392.626259	13926.034168
 35-39 	89231.541639	58347.593515	30883.948124
 40-44 	171411.435609	110613.788021	60797.647588
 45-49 	239506.125101	157069.856453	82436.268648
 50-54 	231669.008507	156735.811493	74933.197014
 55-59 	182698.006502	125994.358248	56703.648254
 60-64 	122802.532726	84817.299121	37985.233605
 65-69 	72973.021617	49913.435375	23059.586242
 70-74 	37572.033556	25263.553106	12308.480450
 75-79 	16177.665049	10694.615881	5483.049168
 80+ 	10462.233848	7158.866327	3303.367520
Total	1313804.096635	868772.427208	445031.669426
2025			
 0-4	9311.208150	4846.983689	4464.224461
 5-9	5950.862374	3107.959860	2842.902514
 10-14 	6721.909582	3502.156964	3219.752618
 15-19 	19613.281452	10422.256647	9191.024806
 20-24 	13887.514979	8173.284073	5714.230906
 25-29 	21638.032707	13926.609068	7711.423639
 30-34 	40775.669122	27355.951101	13419.718020
 35-39 	83152.381646	55261.421034	27890.960612
 40-44 	159475.011193	103688.755192	55786.256001
 45-49 	234588.272998	153277.199390	81311.073607
 50-54 	241973.654638	162652.444031	79321.210608
 55-59 	191395.472294	131427.095619	59968.376675
 60-64 	132220.034400	91148.375196	41071.659204
 65-69 	79932.502154	54669.083652	25263.418501
 70-74 	42014.249178	28298.351474	13715.897704
 75-79 	18069.748400	11927.275603	6142.472798
 80+ 	11311.260915	7681.296092	3629.964823
Total	1334015.046290	882823.599200	451191.447091
2026			
 0-4	9720.532275	5056.876716	4663.655559
 5-9	7844.192106	4093.596676	3750.595430
 10-14 	4281.447115	2229.991025	2051.456090
 15-19 	18919.072993	10027.896475	8891.176518
 20-24 	15704.859103	9058.778344	6646.080759
 25-29 	21988.768077	14250.644296	7738.123780
 30-34 	40931.489847	27699.720806	13231.769041
 35-39 	78359.207087	52929.178268	25430.028818
 40-44 	148082.314507	97280.213135	50802.101373
 45-49 	227250.187620	148225.973957	79024.213663
 50-54 	248331.843688	165844.306007	82487.537681
 55-59 	201550.045685	137709.199711	63840.845974
 60-64 	142048.404928	97694.613407	44353.791521
 65-69 	87246.446764	59643.154236	27603.292528
 70-74 	46632.555981	31443.105505	15189.450477
 75-79 	20337.789136	13426.528697	6911.260439
 80+ 	12245.115983	8253.121161	3991.994822
Total	1353320.444392	896247.362839	457073.081553
2027			
 0-4	9684.430650	5035.050230	4649.380419
 5-9	9670.796178	5042.862974	4627.933204
 10-14 	2733.408575	1425.083855	1308.324720
 15-19 	17243.572127	9134.646728	8108.925399
 20-24 	17771.094002	10033.072699	7738.021303
 25-29 	22271.593477	14513.971237	7757.622241
 30-34 	41561.067074	28302.571253	13258.495821
 35-39 	74811.137907	51312.299240	23498.838667
 40-44 	137808.844316	91671.080654	46137.763661
 45-49 	217969.939462	142271.279476	75698.659986
 50-54 	252045.377221	167281.925266	84763.451955
 55-59 	211288.047951	143559.666660	67728.381290
 60-64 	152379.616140	104503.131053	47876.485087
 65-69 	94812.125091	64757.846122	30054.278969
 70-74 	51409.236393	34678.312203	16730.924190
 75-79 	23041.420810	15234.465441	7806.955369
 80+ 	13268.832003	8877.678844	4391.153159
Total	1371859.174781	909137.940995	462721.233786
2028			
 0-4	9017.272290	4685.121596	4332.150693
 5-9	11202.713435	5837.118980	5365.594455
 10-14 	2688.589434	1404.885251	1283.704182
 15-19 	14446.530313	7669.225702	6777.304611
 20-24 	19861.779501	11034.588240	8827.191261
 25-29 	22456.965495	14652.458983	7804.506511
 30-34 	42462.327073	29039.965740	13422.361333
 35-39 	72485.332887	50378.843891	22106.488996
 40-44 	128992.088552	87014.508419	41977.580133
 45-49 	207361.900166	135796.834400	71565.065765
 50-54 	252951.633351	166955.025578	85996.607774
 55-59 	220523.951463	148913.868971	71610.082492
 60-64 	163001.378429	111413.350081	51588.028348
 65-69 	102655.429848	70022.206756	32633.223092
 70-74 	56408.991558	38045.348085	18363.643473
 75-79 	26113.625616	17300.123586	8813.502030
 80+ 	14434.558407	9592.717752	4841.840655
Total	1389973.642976	921683.317840	468290.325136
2029			
 0-4	7818.933842	4059.887105	3759.046738
 5-9	12252.268744	6379.259218	5873.009526
 10-14 	4089.884772	2135.857359	1954.027413
 15-19 	10725.612323	5739.914912	4985.697412
 20-24 	21337.202616	11720.674699	9616.527917
 25-29 	23166.154495	14999.392354	8166.762141
 30-34 	43346.802876	29750.213650	13596.589227
 35-39 	71376.223269	50113.592489	21262.630779
 40-44 	121772.406891	83338.244503	38434.162388
 45-49 	196105.685275	129207.978073	66897.707202
 50-54 	251112.216861	165010.060566	86102.156295
 55-59 	229470.326529	153927.522755	75542.803774
 60-64 	173214.414450	117939.416362	55274.998088
 65-69 	110735.071649	75400.850635	35334.221015
 70-74 	61758.127245	41632.900301	20125.226945
 75-79 	29397.579617	19506.777894	9890.801723
 80+ 	15819.138079	10453.997984	5365.140095
Total	1407659.136893	933891.544540	473767.592353
2030			
 0-4	6654.574721	3453.624889	3200.949833
 5-9	12730.620113	6623.529596	6107.090517
 10-14 	5812.770212	3033.329178	2779.441034
 15-19 	7637.048756	4145.754203	3491.294553
 20-24 	21709.821522	11848.950914	9860.870608
 25-29 	24313.467048	15527.906904	8785.560145
 30-34 	44082.742917	30342.235655	13740.507262
 35-39 	71306.955448	50421.642227	20885.313221
 40-44 	116054.814035	80558.456966	35496.357069
 45-49 	184838.961593	122849.378403	61989.583190
 50-54 	246740.033566	161685.795124	85054.238442
 55-59 	239339.653268	159502.295801	79837.357467
 60-64 	181109.021135	122751.682135	58357.339000
 65-69 	119071.470106	80896.106301	38175.363805
 70-74 	67509.363671	45478.517249	22030.846422
 75-79 	32781.767936	21770.815329	11010.952608
 80+ 	17477.764572	11501.209996	5976.554576
Total	1424368.815667	945501.714534	478867.101133
2031			
 0-4	5654.967668	2933.594950	2721.372718
 5-9	12641.755299	6572.714373	6069.040926
 10-14 	7667.225053	3997.981580	3669.243473
 15-19 	5309.401154	2948.497593	2360.903561
 20-24 	20955.599157	11411.966842	9543.632314
 25-29 	25901.660217	16251.525588	9650.134628
 30-34 	44710.597609	30834.937134	13875.660475
 35-39 	72005.709811	51137.491550	20868.218261
 40-44 	111723.086223	78583.365341	33139.720881
 45-49 	174205.458380	117049.511745	57155.946634
 50-54 	240232.420665	157308.334965	82924.085700
 55-59 	245536.442052	162576.517586	82959.924467
 60-64 	190509.638989	128446.252875	62063.386114
 65-69 	127815.382048	86605.149798	41210.232250
 70-74 	73584.917425	49521.313778	24063.603647
 75-79 	36303.372229	24115.649081	12187.723148
 80+ 	19424.740932	12743.247717	6681.493215
Total	1440146.322929	956542.343400	483603.979529
2032			
 0-4	4937.157110	2560.318713	2376.838398
 5-9	12023.084459	6246.838861	5776.245598
 10-14 	9458.749427	4928.319377	4530.430049
 15-19 	3848.623327	2201.631355	1646.991972
 20-24 	19285.714595	10519.606141	8766.108454
 25-29 	27722.642174	17053.950618	10668.691556
 30-34 	45208.788125	31221.552494	13987.235631
 35-39 	73184.211884	52103.207203	21081.004681
 40-44 	108684.027164	77343.776981	31340.250182
 45-49 	164719.132856	112051.004337	52668.128519
 50-54 	231986.073147	152172.142109	79813.931038
 55-59 	249339.210668	164095.591820	85243.618848
 60-64 	199595.142357	133793.498086	65801.644271
 65-69 	137036.922813	92560.798635	44476.124178
 70-74 	79902.123226	53699.545013	26202.578212
 75-79 	39955.384643	26531.037988	13424.346656
 80+ 	21694.305290	14202.988127	7491.317163
Total	1455000.284261	967021.284812	487978.999450
2033			
 0-4	4598.596713	2383.852887	2214.743826
 5-9	10956.017462	5688.887251	5267.130211
 10-14 	10963.010115	5707.659841	5255.350274
 15-19 	3813.288668	2187.205708	1626.082959
 20-24 	16570.237219	9106.298005	7463.939214
 25-29 	29579.725061	17892.831395	11686.893666
 30-34 	45499.863440	31417.784721	14082.078719
 35-39 	74561.718969	53155.707939	21406.011030
 40-44 	106837.660132	76765.932056	30071.728076
 45-49 	156632.620591	107961.699913	48670.920678
 50-54 	222491.484407	146577.019901	75914.464506
 55-59 	250567.849778	164041.780001	86526.069777
 60-64 	208264.361046	138722.774891	69541.586155
 65-69 	146533.789912	98614.695321	47919.094591
 70-74 	86479.632926	58017.970187	28461.662739
 75-79 	43789.804284	29049.660785	14740.143498
 80+ 	24261.331582	15859.729521	8401.602061
Total	1468918.616595	976931.890303	491986.726293
2034			
 0-4	4585.773979	2375.975680	2209.798299
 5-9	9701.066651	5034.627701	4666.438951
 10-14 	11995.565540	6240.639263	5754.926277
 15-19 	5125.480571	2857.274726	2268.205845
 20-24 	12999.052796	7275.129152	5723.923644
 25-29 	30849.074928	18437.849235	12411.225693
 30-34 	46195.440085	31752.603766	14442.836319
 35-39 	75815.979858	54118.005909	21697.973949
 40-44 	106147.811433	76818.539425	29329.272008
 45-49 	150045.353232	104787.168171	45258.185061
 50-54 	212338.490681	140864.170353	71474.320328
 55-59 	249266.077444	162546.793705	86719.283739
 60-64 	216700.222892	143368.879994	73331.342897
 65-69 	155660.964986	104325.751654	51335.213332
 70-74 	93283.711863	62446.649485	30837.062379
 75-79 	47905.612950	31739.136396	16166.476553
 80+ 	27061.198467	17663.529191	9397.669276
Total	1481959.284527	986303.966449	495655.318079
2035			
 0-4	4785.745252	2478.091329	2307.653923
 5-9	8554.152859	4437.328378	4116.824481
 10-14 	12469.283171	6482.427822	5986.855349
 15-19 	6746.013161	3685.058529	3060.954633
 20-24 	10027.903706	5757.385137	4270.518569
 25-29 	31077.603311	18466.165015	12611.438295
 30-34 	47255.815176	32221.238584	15034.576593
 35-39 	76857.750544	54919.821934	21937.928610
 40-44 	106497.184669	77438.335896	29058.848773
 45-49 	144900.346990	102460.775448	42439.571542
 50-54 	202153.565362	135355.601624	66797.963738
 55-59 	245657.446772	159842.483389	85814.963383
 60-64 	226024.748541	148552.813890	77471.934651
 65-69 	162694.244663	108507.562037	54186.682627
 70-74 	100339.070873	66990.021632	33349.049241
 75-79 	52349.533154	34630.813686	17718.719468
 80+ 	30059.159492	19585.542672	10473.616819
Total	1494258.748975	995209.314527	499049.434448
2036			
 0-4	5138.447216	2658.941212	2479.506003
 5-9	7651.325606	3967.301600	3684.024006
 10-14 	12387.228859	6435.314516	5951.914343
 15-19 	8492.838116	4576.567924	3916.270193
 20-24 	7778.105588	4610.133914	3167.971674
 25-29 	30239.580186	17968.894793	12270.685393
 30-34 	48692.077965	32842.100794	15849.977171
 35-39 	77732.035914	55584.516362	22147.519552
 40-44 	107603.460566	78454.786583	29148.673983
 45-49 	141073.143840	100886.064640	40187.079200
 50-54 	192531.943068	130344.397758	62187.545309
 55-59 	240092.626400	156215.431372	83877.195028
 60-64 	232003.073096	151498.420897	80504.652198
 65-69 	171180.664285	113535.035343	57645.628942
 70-74 	107769.663480	71725.808474	36043.855006
 75-79 	57065.778804	37681.164008	19384.614796
 80+ 	33299.855215	21653.570116	11646.285099
Total	1505908.849884	1003700.007636	502208.842249
2037			
 0-4	5572.745346	2881.686713	2691.058633
 5-9	7110.394595	3685.292368	3425.102227
 10-14 	11785.657316	6118.696207	5666.961109
 15-19 	10178.920624	5435.235636	4743.684988
 20-24 	6350.169162	3883.069828	2467.099334
 25-29 	28537.388168	17049.549834	11487.838334
 30-34 	50336.121702	33524.786858	16811.334845
 35-39 	78417.012109	56104.008935	22313.003174
 40-44 	109160.621195	79697.741592	29462.879602
 45-49 	138477.244073	99998.121460	38479.122613
 50-54 	183966.180793	126057.131805	57909.048987
 55-59 	232920.577506	151920.134287	81000.443219
 60-64 	235835.642851	153083.682667	82751.960184
 65-69 	179442.399758	118293.771989	61148.627769
 70-74 	115630.054497	76678.660625	38951.393872
 75-79 	61995.129293	40847.498854	21147.630438
 80+ 	36807.910938	23880.841249	12927.069690
Total	1516992.967183	1011825.586195	505167.380988
2038			
 0-4	6022.950060	3112.485478	2910.464582
 5-9	6991.847192	3622.022349	3369.824842
 10-14 	10743.709858	5574.330355	5169.379503
 15-19 	11592.968432	6153.130818	5439.837615
 20-24 	6286.102921	3847.639313	2438.463608
 25-29 	25853.889435	15650.323834	10203.565601
 30-34 	52007.900437	34233.671646	17774.228791
 35-39 	78846.965691	56400.101222	22446.864469
 40-44 	110887.916667	81003.694088	29884.222579
 45-49 	137027.556328	99730.296093	37297.260235
 50-54 	176706.303842	122600.819801	54105.484040
 55-59 	224581.794850	147214.790295	77367.004555
 60-64 	237367.533951	153304.134988	84063.398963
 65-69 	187391.673541	122725.667027	64666.006515
 70-74 	123751.755998	81729.376954	42022.379044
 75-79 	67156.454350	44137.735325	23018.719025
 80+ 	40607.303134	26281.258311	14326.044823
Total	1527583.133796	1019630.316077	507952.817719
2039			
 0-4	6416.034874	3313.707915	3102.326960
 5-9	7200.432165	3727.708906	3472.723259
 10-14 	9515.359312	4934.457559	4580.901753
 15-19 	12561.954041	6642.523743	5919.430298
 20-24 	7505.649418	4454.298628	3051.350790
 25-29 	22386.063843	13878.546286	8507.517557
 30-34 	53107.285114	34652.521143	18454.763971
 35-39 	79631.962028	56795.882258	22836.079770
