Incidence per 1000 by age and sex			
	India		
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1976			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1977			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1978			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000373	0.000373	0.000373
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003577	0.004608	0.002463
 20-24 	0.010566	0.015068	0.005652
 25-29 	0.012811	0.019152	0.005798
 30-34 	0.012258	0.019006	0.004939
 35-39 	0.010378	0.016404	0.003973
 40-44 	0.008153	0.012877	0.003194
 45-49 	0.006102	0.009496	0.002558
 50-54 	0.004527	0.006907	0.001960
 55-59 	0.003509	0.005429	0.001396
 60-64 	0.003051	0.004969	0.000978
 65-69 	0.002997	0.005072	0.000845
 70-74 	0.002961	0.004915	0.001009
 75-79 	0.001781	0.003310	0.000254
 80+ 	0.000000	0.000000	0.000000
Total	0.004884	0.007336	0.002253
1983			
 0-4	0.000526	0.000527	0.000526
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.001465	0.001847	0.001052
 20-24 	0.004303	0.006036	0.002413
 25-29 	0.005202	0.007672	0.002475
 30-34 	0.004985	0.007613	0.002108
 35-39 	0.004208	0.006573	0.001697
 40-44 	0.003311	0.005159	0.001364
 45-49 	0.002474	0.003804	0.001092
 50-54 	0.001832	0.002767	0.000837
 55-59 	0.001421	0.002175	0.000596
 60-64 	0.001234	0.001991	0.000418
 65-69 	0.001212	0.002032	0.000361
 70-74 	0.001198	0.001969	0.000431
 75-79 	0.000712	0.001325	0.000108
 80+ 	0.000000	0.000000	0.000000
Total	0.002048	0.003006	0.001019
1984			
 0-4	0.000910	0.000910	0.000909
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003141	0.003877	0.002347
 20-24 	0.009159	0.012639	0.005366
 25-29 	0.011041	0.016064	0.005504
 30-34 	0.010586	0.015935	0.004686
 35-39 	0.008927	0.013773	0.003775
 40-44 	0.007028	0.010805	0.003033
 45-49 	0.005244	0.007962	0.002427
 50-54 	0.003878	0.005793	0.001861
 55-59 	0.003007	0.004553	0.001326
 60-64 	0.002609	0.004168	0.000929
 65-69 	0.002561	0.004255	0.000802
 70-74 	0.002536	0.004123	0.000958
 75-79 	0.001487	0.002768	0.000237
 80+ 	0.000000	0.000000	0.000000
Total	0.004333	0.006291	0.002232
1985			
 0-4	0.001207	0.001207	0.001208
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003307	0.004000	0.002558
 20-24 	0.009514	0.012920	0.005807
 25-29 	0.011440	0.016421	0.005958
 30-34 	0.010962	0.016282	0.005067
 35-39 	0.009256	0.014094	0.004089
 40-44 	0.007278	0.011047	0.003284
 45-49 	0.005429	0.008136	0.002626
 50-54 	0.004010	0.005923	0.002013
 55-59 	0.003105	0.004654	0.001435
 60-64 	0.002691	0.004261	0.001006
 65-69 	0.002642	0.004349	0.000868
 70-74 	0.002621	0.004215	0.001038
 75-79 	0.001517	0.002823	0.000253
 80+ 	0.000000	0.000000	0.000000
Total	0.004544	0.006494	0.002452
1986			
 0-4	0.001865	0.001865	0.001866
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.005626	0.006671	0.004497
 20-24 	0.016116	0.021539	0.010219
 25-29 	0.019330	0.027377	0.010484
 30-34 	0.018499	0.027136	0.008911
 35-39 	0.015657	0.023521	0.007201
 40-44 	0.012286	0.018422	0.005780
 45-49 	0.009170	0.013561	0.004618
 50-54 	0.006764	0.009877	0.003543
 55-59 	0.005227	0.007759	0.002526
 60-64 	0.004528	0.007104	0.001770
 65-69 	0.004444	0.007252	0.001528
 70-74 	0.004418	0.007030	0.001827
 75-79 	0.002529	0.004698	0.000440
 80+ 	0.000000	0.000000	0.000000
Total	0.007679	0.010845	0.004283
1987			
 0-4	0.002812	0.002812	0.002812
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.008280	0.009623	0.006829
 20-24 	0.023699	0.031181	0.015572
 25-29 	0.028357	0.039633	0.015977
 30-34 	0.027093	0.039274	0.013573
 35-39 	0.022992	0.034066	0.010976
 40-44 	0.017996	0.026670	0.008810
 45-49 	0.013456	0.019631	0.007036
 50-54 	0.009910	0.014299	0.005398
 55-59 	0.007638	0.011231	0.003849
 60-64 	0.006613	0.010285	0.002697
 65-69 	0.006488	0.010498	0.002329
 70-74 	0.006468	0.010177	0.002784
 75-79 	0.003668	0.006794	0.000669
 80+ 	0.000000	0.000000	0.000000
Total	0.011312	0.015770	0.006532
1988			
 0-4	0.004439	0.004440	0.004438
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.013309	0.015153	0.011315
 20-24 	0.038199	0.049484	0.025946
 25-29 	0.045588	0.062887	0.026616
 30-34 	0.043477	0.062314	0.022609
 35-39 	0.036972	0.054041	0.018282
 40-44 	0.028896	0.042335	0.014679
 45-49 	0.021646	0.031154	0.011722
 50-54 	0.015918	0.022688	0.008991
 55-59 	0.012232	0.017821	0.006411
 60-64 	0.010581	0.016319	0.004493
 65-69 	0.010381	0.016658	0.003880
 70-74 	0.010376	0.016148	0.004637
 75-79 	0.005843	0.010782	0.001115
 80+ 	0.000000	0.000000	0.000000
Total	0.018228	0.025098	0.010860
1989			
 0-4	0.007219	0.007224	0.007213
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.021836	0.024360	0.019111
 20-24 	0.062857	0.080191	0.044032
 25-29 	0.074761	0.101810	0.045132
 30-34 	0.071178	0.100886	0.038342
 35-39 	0.060577	0.087420	0.030981
 40-44 	0.047380	0.068608	0.024905
 45-49 	0.035515	0.050446	0.019882
 50-54 	0.026086	0.036719	0.015238
 55-59 	0.019991	0.028850	0.010868
 60-64 	0.017265	0.026418	0.007619
 65-69 	0.016939	0.026967	0.006578
 70-74 	0.016976	0.026140	0.007862
 75-79 	0.009505	0.017469	0.001895
 80+ 	0.000000	0.000000	0.000000
Total	0.029965	0.040754	0.018394
1990			
 0-4	0.012020	0.012036	0.012002
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.036796	0.040323	0.032990
 20-24 	0.105181	0.132235	0.075801
 25-29 	0.124430	0.167317	0.077527
 30-34 	0.118287	0.165809	0.065867
 35-39 	0.100638	0.143522	0.053172
 40-44 	0.078938	0.112919	0.042814
 45-49 	0.059121	0.082919	0.034164
 50-54 	0.043399	0.060319	0.026156
 55-59 	0.033180	0.047414	0.018666
 60-64 	0.028581	0.043414	0.013089
 65-69 	0.028050	0.044316	0.011299
 70-74 	0.028186	0.042953	0.013503
 75-79 	0.015699	0.028733	0.003263
 80+ 	0.000000	0.000000	0.000000
Total	0.050006	0.067182	0.031584
1991			
 0-4	0.019983	0.020018	0.019945
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.060024	0.064578	0.055110
 20-24 	0.170676	0.211419	0.126437
 25-29 	0.201690	0.267832	0.129472
 30-34 	0.191454	0.265435	0.110006
 35-39 	0.162747	0.229527	0.088729
 40-44 	0.128113	0.180983	0.071547
 45-49 	0.095814	0.132747	0.057070
 50-54 	0.070344	0.096520	0.043652
 55-59 	0.053659	0.075898	0.031166
 60-64 	0.046063	0.069490	0.021858
 65-69 	0.045231	0.070934	0.018867
 70-74 	0.045564	0.068747	0.022545
 75-79 	0.025251	0.046023	0.005454
 80+ 	0.000000	0.000000	0.000000
Total	0.081333	0.107928	0.052805
1992			
 0-4	0.033078	0.033131	0.033020
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.096918	0.102404	0.091002
 20-24 	0.274177	0.334659	0.208520
 25-29 	0.323811	0.424719	0.213803
 30-34 	0.306937	0.420933	0.181666
 35-39 	0.260648	0.363773	0.146458
 40-44 	0.205873	0.287146	0.118184
 45-49 	0.153729	0.210508	0.094256
 50-54 	0.112996	0.153037	0.072061
 55-59 	0.085982	0.120348	0.051457
 60-64 	0.073516	0.110183	0.036090
 65-69 	0.072236	0.112472	0.031152
 70-74 	0.072945	0.108997	0.037222
 75-79 	0.040212	0.072990	0.009003
 80+ 	0.000000	0.000000	0.000000
Total	0.131045	0.171776	0.087349
1993			
 0-4	0.053107	0.053162	0.053046
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.147771	0.153373	0.141730
 20-24 	0.416294	0.500749	0.324656
 25-29 	0.491380	0.636677	0.333165
 30-34 	0.465077	0.630986	0.283099
 35-39 	0.394576	0.545221	0.228210
 40-44 	0.312386	0.430255	0.184131
 45-49 	0.233176	0.315664	0.146913
 50-54 	0.171603	0.229409	0.112299
 55-59 	0.130250	0.180368	0.080160
 60-64 	0.110897	0.165140	0.056227
 65-69 	0.109012	0.168573	0.048541
 70-74 	0.110359	0.163358	0.058000
 75-79 	0.060489	0.109365	0.014011
 80+ 	0.000000	0.000000	0.000000
Total	0.199747	0.258619	0.136585
1994			
 0-4	0.080708	0.080741	0.080673
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.207054	0.211153	0.202635
 20-24 	0.581633	0.689703	0.464499
 25-29 	0.685787	0.877935	0.476652
 30-34 	0.648014	0.869943	0.405107
 35-39 	0.549383	0.751760	0.326582
 40-44 	0.435362	0.592494	0.263310
 45-49 	0.325560	0.435682	0.210338
 50-54 	0.239624	0.316303	0.160738
 55-59 	0.181481	0.248592	0.114626
 60-64 	0.153896	0.227641	0.080437
 65-69 	0.151221	0.232377	0.069454
 70-74 	0.153521	0.225185	0.082993
 75-79 	0.083631	0.150670	0.020007
 80+ 	0.000000	0.000000	0.000000
Total	0.280319	0.358452	0.196491
1995			
 0-4	0.113687	0.113672	0.113703
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.260214	0.260820	0.259561
 20-24 	0.730323	0.854432	0.595909
 25-29 	0.858599	1.086557	0.610662
 30-34 	0.809944	1.076103	0.519321
 35-39 	0.686258	0.929995	0.418676
 40-44 	0.543773	0.731788	0.337246
 45-49 	0.408132	0.539801	0.269854
 50-54 	0.300069	0.391268	0.206124
 55-59 	0.226881	0.307382	0.146800
 60-64 	0.191698	0.281544	0.103085
 65-69 	0.188097	0.287408	0.089022
 70-74 	0.191563	0.278509	0.106391
 75-79 	0.103702	0.186233	0.025590
 80+ 	0.000000	0.000000	0.000000
Total	0.353453	0.446324	0.253814
1996			
 0-4	0.146451	0.146382	0.146526
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.291469	0.289675	0.293403
 20-24 	0.817255	0.949766	0.673833
 25-29 	0.959702	1.207390	0.690523
 30-34 	0.904642	1.196073	0.587198
 35-39 	0.766282	1.033763	0.473422
 40-44 	0.606838	0.812262	0.381026
 45-49 	0.457138	0.600807	0.305344
 50-54 	0.335518	0.434907	0.233142
 55-59 	0.253492	0.341557	0.165851
 60-64 	0.213631	0.312900	0.116532
 65-69 	0.209280	0.319425	0.100645
 70-74 	0.213697	0.309532	0.120304
 75-79 	0.115279	0.206861	0.028888
 80+ 	0.000000	0.000000	0.000000
Total	0.398671	0.499946	0.290016
1997			
 0-4	0.174684	0.174568	0.174811
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.297385	0.293141	0.301962
 20-24 	0.832253	0.960826	0.693190
 25-29 	0.976414	1.221174	0.710609
 30-34 	0.919690	1.210075	0.604084
 35-39 	0.778798	1.045917	0.487063
 40-44 	0.616462	0.821144	0.391824
 45-49 	0.465863	0.608211	0.314240
 50-54 	0.341353	0.440015	0.239898
 55-59 	0.257949	0.345540	0.170562
 60-64 	0.216797	0.316557	0.119868
 65-69 	0.211903	0.323164	0.103539
 70-74 	0.216988	0.313146	0.123770
 75-79 	0.116667	0.209196	0.029694
 80+ 	0.000000	0.000000	0.000000
Total	0.410046	0.510550	0.302217
1998			
 0-4	0.196996	0.196848	0.197158
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.284377	0.275871	0.293557
 20-24 	0.792491	0.902856	0.673192
 25-29 	0.928344	1.147518	0.690533
 30-34 	0.873256	1.137354	0.586695
 35-39 	0.739027	0.983089	0.473101
 40-44 	0.584918	0.771701	0.380559
 45-49 	0.443053	0.571440	0.305170
 50-54 	0.324613	0.413769	0.233092
 55-59 	0.245305	0.324824	0.165692
 60-64 	0.205456	0.297551	0.116402
 65-69 	0.200197	0.303767	0.100578
 70-74 	0.205670	0.294332	0.120215
 75-79 	0.109974	0.196599	0.028841
 80+ 	0.000000	0.000000	0.000000
Total	0.394901	0.485391	0.297810
1999			
 0-4	0.212003	0.211842	0.212181
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.259150	0.249512	0.269557
 20-24 	0.719779	0.814710	0.617204
 25-29 	0.842671	1.035767	0.633439
 30-34 	0.792048	1.026571	0.537783
 35-39 	0.670097	0.887449	0.433853
 40-44 	0.530400	0.696751	0.349019
 45-49 	0.401994	0.515200	0.279667
 50-54 	0.295004	0.373956	0.213913
 55-59 	0.222788	0.293274	0.152012
 60-64 	0.186186	0.268619	0.106691
 65-69 	0.180967	0.274236	0.092246
 70-74 	0.186253	0.265691	0.110238
 75-79 	0.099368	0.177481	0.026466
 80+ 	0.000000	0.000000	0.000000
Total	0.363682	0.443748	0.277766
2000			
 0-4	0.220389	0.220222	0.220574
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.228197	0.218083	0.239125
 20-24 	0.631561	0.710244	0.546552
 25-29 	0.738894	0.903431	0.560779
 30-34 	0.693630	0.894815	0.475726
 35-39 	0.586951	0.773929	0.384260
 40-44 	0.464664	0.607731	0.309146
 45-49 	0.352060	0.448550	0.247474
 50-54 	0.259203	0.326651	0.189668
 55-59 	0.195419	0.255795	0.134706
 60-64 	0.163058	0.234268	0.094429
 65-69 	0.158124	0.239169	0.081711
 70-74 	0.162891	0.231686	0.097644
 75-79 	0.086744	0.154792	0.023463
 80+ 	0.000000	0.000000	0.000000
Total	0.324114	0.392539	0.250682
2001			
 0-4	0.222670	0.222487	0.222873
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.196103	0.186007	0.207018
 20-24 	0.540968	0.604429	0.472393
 25-29 	0.632383	0.768927	0.484682
 30-34 	0.593343	0.761585	0.411302
 35-39 	0.501805	0.658727	0.332140
 40-44 	0.397325	0.517345	0.267232
 45-49 	0.300872	0.381213	0.213730
 50-54 	0.222296	0.278398	0.164101
 55-59 	0.167262	0.217743	0.116491
 60-64 	0.139442	0.199406	0.081575
 65-69 	0.134922	0.203577	0.070636
 70-74 	0.139020	0.197179	0.084410
 75-79 	0.073901	0.131757	0.020288
 80+ 	0.000000	0.000000	0.000000
Total	0.282357	0.339405	0.221125
2002			
 0-4	0.220173	0.219951	0.220419
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.168318	0.158436	0.179009
 20-24 	0.463119	0.514103	0.407999
 25-29 	0.540802	0.653897	0.418555
 30-34 	0.507294	0.647785	0.355405
 35-39 	0.428690	0.560207	0.286827
 40-44 	0.339474	0.440006	0.230790
 45-49 	0.256985	0.323929	0.184492
 50-54 	0.190406	0.236897	0.141782
 55-59 	0.142999	0.185190	0.100628
 60-64 	0.119217	0.169593	0.070433
 65-69 	0.115086	0.173138	0.061007
 70-74 	0.118536	0.167678	0.072896
 75-79 	0.062899	0.112043	0.017512
 80+ 	0.000000	0.000000	0.000000
Total	0.245738	0.293236	0.194748
2003			
 0-4	0.186483	0.186275	0.186714
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.141308	0.133018	0.150289
 20-24 	0.388570	0.431349	0.342300
 25-29 	0.453539	0.548377	0.351089
 30-34 	0.425627	0.543474	0.298341
 35-39 	0.359422	0.469812	0.240561
 40-44 	0.284620	0.369030	0.193590
 45-49 	0.215421	0.271632	0.154740
 50-54 	0.159812	0.198606	0.118899
 55-59 	0.119951	0.155361	0.084441
 60-64 	0.100091	0.142244	0.059087
 65-69 	0.096458	0.145218	0.051178
 70-74 	0.099199	0.140628	0.061132
 75-79 	0.052661	0.093940	0.014684
 80+ 	0.000000	0.000000	0.000000
Total	0.206955	0.246945	0.164015
2004			
 0-4	0.176373	0.176145	0.176626
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.122749	0.115522	0.130593
 20-24 	0.337451	0.374568	0.297284
 25-29 	0.393641	0.475878	0.304834
 30-34 	0.369500	0.471806	0.259153
 35-39 	0.311808	0.407600	0.208760
 40-44 	0.246946	0.320263	0.168078
 45-49 	0.186924	0.235782	0.134361
 50-54 	0.138674	0.172157	0.103142
 55-59 	0.104208	0.134925	0.073380
 60-64 	0.086956	0.123453	0.051318
 65-69 	0.083710	0.126037	0.044441
 70-74 	0.085937	0.122049	0.053060
 75-79 	0.045596	0.081480	0.012754
 80+ 	0.000000	0.000000	0.000000
Total	0.181841	0.216704	0.144399
2005			
 0-4	0.165135	0.164904	0.165391
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.109075	0.102615	0.116105
 20-24 	0.299745	0.332652	0.264112
 25-29 	0.349436	0.422324	0.270727
 30-34 	0.327809	0.418590	0.229982
 35-39 	0.276421	0.361350	0.185155
 40-44 	0.219130	0.284248	0.149269
 45-49 	0.165895	0.209305	0.119334
 50-54 	0.122980	0.152555	0.091493
 55-59 	0.092663	0.119860	0.065255
 60-64 	0.077238	0.109570	0.045593
 65-69 	0.074338	0.111868	0.039480
 70-74 	0.076177	0.108326	0.047108
 75-79 	0.040344	0.072262	0.011335
 80+ 	0.000000	0.000000	0.000000
Total	0.162852	0.193930	0.129466
2006			
 0-4	0.153233	0.153013	0.153477
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.098076	0.092235	0.104454
 20-24 	0.269365	0.298858	0.237405
 25-29 	0.313847	0.379191	0.243264
 30-34 	0.294371	0.375836	0.206640
 35-39 	0.248270	0.324508	0.166425
 40-44 	0.196730	0.255235	0.134129
 45-49 	0.148960	0.187968	0.107237
 50-54 	0.110326	0.136792	0.082125
 55-59 	0.083375	0.107699	0.058702
 60-64 	0.069390	0.098384	0.040983
 65-69 	0.066823	0.100452	0.035491
 70-74 	0.068344	0.097271	0.042318
 75-79 	0.036093	0.064835	0.010183
 80+ 	0.000000	0.000000	0.000000
Total	0.147197	0.175230	0.117075
