Number on ART by age			
	Ghana		
2007			
 0-4	449.892481	231.719284	218.173197
 5-9	60.905094	31.517195	29.387898
 10-14 	0.000000	0.000000	0.000000
 15-19 	155.207164	83.166282	72.040882
 20-24 	109.638383	41.477187	68.161196
 25-29 	661.620176	227.639915	433.980262
 30-34 	1396.373195	540.085965	856.287230
 35-39 	1578.490458	683.744929	894.745530
 40-44 	1329.778324	629.407508	700.370816
 45-49 	1068.517949	529.302712	539.215237
 50-54 	696.799381	337.276586	359.522796
 55-59 	373.546616	179.042008	194.504608
 60-64 	214.204261	102.211467	111.992794
 65-69 	114.244203	55.551031	58.693171
 70-74 	73.627989	35.858627	37.769362
 75-79 	45.277712	21.253786	24.023926
 80+ 	20.842461	10.221458	10.621003
Total	8859.763421	4002.712418	4857.051003
2008			
 0-4	751.666045	387.189141	364.476904
 5-9	150.139525	77.706231	72.433295
 10-14 	0.000000	0.000000	0.000000
 15-19 	154.905577	83.053086	71.852491
 20-24 	106.124529	44.243009	61.881520
 25-29 	565.467554	190.298390	375.169164
 30-34 	1411.706893	530.732873	880.974020
 35-39 	1704.413552	719.433571	984.979981
 40-44 	1527.905005	710.891412	817.013593
 45-49 	1168.221457	573.294128	594.927329
 50-54 	836.636513	403.875028	432.761485
 55-59 	431.380237	204.691128	226.689108
 60-64 	250.287720	119.193462	131.094258
 65-69 	130.702769	62.804247	67.898522
 70-74 	81.414812	39.052524	42.362288
 75-79 	51.240020	23.485905	27.754116
 80+ 	25.272430	11.842875	13.429555
Total	10249.290208	4646.682381	5602.607827
2009			
 0-4	1220.037234	628.477547	591.559687
 5-9	298.528855	154.659090	143.869765
 10-14 	0.000000	0.000000	0.000000
 15-19 	243.937056	131.553998	112.383058
 20-24 	170.254745	74.400323	95.854422
 25-29 	740.015827	252.098912	487.916915
 30-34 	1894.826785	706.594773	1188.232012
 35-39 	2369.581269	989.217392	1380.363877
 40-44 	2174.305106	1002.453272	1171.851834
 45-49 	1682.075558	821.415158	860.660400
 50-54 	1201.571374	580.933562	620.637812
 55-59 	614.764368	289.393382	325.370986
 60-64 	355.884061	169.999803	185.884259
 65-69 	186.078729	89.498119	96.580610
 70-74 	111.190688	53.507964	57.682724
 75-79 	71.600533	32.454898	39.145635
 80+ 	35.671522	16.420074	19.251448
Total	14888.889801	6776.214905	8112.674896
2010			
 0-4	1885.892076	971.724980	914.167096
 5-9	556.757718	288.676381	268.081336
 10-14 	2.419021	1.265387	1.153634
 15-19 	923.115119	483.167764	439.947355
 20-24 	932.530636	368.229915	564.300721
 25-29 	2992.961096	1051.843337	1941.117759
 30-34 	5869.835649	2211.752864	3658.082785
 35-39 	7047.201080	2944.091545	4103.109535
 40-44 	5928.257863	2708.669886	3219.587977
 45-49 	4526.370408	2176.834989	2349.535419
 50-54 	2779.807757	1329.752142	1450.055615
 55-59 	1445.240603	666.202744	779.037859
 60-64 	831.172550	394.229309	436.943241
 65-69 	446.463039	216.600900	229.862140
 70-74 	258.530794	126.991284	131.539510
 75-79 	170.576112	76.946950	93.629161
 80+ 	77.371149	36.300161	41.070988
Total	39119.571485	17314.947286	21804.624199
2011			
 0-4	2167.050250	1117.242988	1049.807262
 5-9	962.416337	499.315317	463.101020
 10-14 	17.749575	9.284065	8.465510
 15-19 	1359.759900	622.348814	737.411086
 20-24 	1443.524619	493.616380	949.908239
 25-29 	4341.936494	1270.228036	3071.708459
 30-34 	8530.061300	2735.361538	5794.699762
 35-39 	10573.953133	3809.255707	6764.697426
 40-44 	9005.984903	3617.450536	5388.534368
 45-49 	6744.200998	2891.080307	3853.120691
 50-54 	4064.429966	1781.477418	2282.952548
 55-59 	2138.356676	894.919258	1243.437418
 60-64 	1194.013618	512.410278	681.603340
 65-69 	652.648817	288.053228	364.595589
 70-74 	356.223055	161.438187	194.784868
 75-79 	236.241913	96.795187	139.446726
 80+ 	108.535668	46.541700	61.993969
Total	57044.303383	22472.661311	34571.642072
2012			
 0-4	2287.790457	1179.649879	1108.140578
 5-9	1427.114717	741.120518	685.994199
 10-14 	57.168602	29.905688	27.262913
 15-19 	1577.613925	673.601466	904.012458
 20-24 	1697.563558	572.944465	1124.619093
 25-29 	4762.544972	1289.984892	3472.560080
 30-34 	9764.182590	2895.124416	6869.058173
 35-39 	12727.002257	4246.216828	8480.785429
 40-44 	11264.794480	4230.247408	7034.547072
 45-49 	8444.947341	3424.637645	5020.309696
 50-54 	5151.810363	2172.146298	2979.664064
 55-59 	2738.988189	1103.933218	1635.054971
 60-64 	1478.722595	602.354025	876.368569
 65-69 	825.085245	348.063851	477.021394
 70-74 	426.675973	186.798856	239.877117
 75-79 	274.636371	109.099125	165.537245
 80+ 	132.953585	54.199000	78.754585
Total	68811.668994	25810.703666	43000.965328
2013			
 0-4	2301.494000	1186.981270	1114.512731
 5-9	1931.356087	1004.098166	927.257921
 10-14 	140.930154	73.768679	67.161476
 15-19 	1611.256609	651.466986	959.789622
 20-24 	1801.006077	625.439095	1175.566982
 25-29 	4602.458689	1196.754822	3405.703867
 30-34 	10014.167067	2817.612357	7196.554710
 35-39 	13824.200397	4370.299319	9453.901078
 40-44 	12881.411988	4609.409595	8272.002394
 45-49 	9756.643865	3806.443851	5950.200014
 50-54 	6145.428075	2522.883118	3622.544957
 55-59 	3286.415823	1302.463308	1983.952515
 60-64 	1723.283177	675.696389	1047.586788
 65-69 	973.797272	398.576241	575.221032
 70-74 	486.303153	207.236113	279.067040
 75-79 	294.743858	116.167126	178.576732
 80+ 	152.977272	60.010228	92.967044
Total	76301.653807	27890.154777	48411.499030
2014			
 0-4	2231.317092	1150.924905	1080.392187
 5-9	2503.148496	1302.685080	1200.463416
 10-14 	280.162679	147.002172	133.160507
 15-19 	1422.479490	611.487829	810.991660
 20-24 	1821.524356	714.675714	1106.848642
 25-29 	3999.255168	1134.017405	2865.237763
 30-34 	9401.056833	2728.993665	6672.063168
 35-39 	13896.618213	4452.006150	9444.612063
 40-44 	13851.228497	4964.393793	8886.834704
 45-49 	10643.693002	4196.147475	6447.545527
 50-54 	7026.393621	2906.508397	4119.885224
 55-59 	3765.070143	1527.151850	2237.918293
 60-64 	1942.741981	764.400656	1178.341325
 65-69 	1093.784235	451.531019	642.253217
 70-74 	540.176107	232.216136	307.959971
 75-79 	301.119980	123.619772	177.500207
 80+ 	168.065180	65.873946	102.191234
Total	79902.463340	30074.248122	49828.215218
2015			
 0-4	1752.733501	904.543374	848.190127
 5-9	2984.012047	1554.608699	1429.403348
 10-14 	522.463569	274.599504	247.864065
 15-19 	2150.408182	991.741983	1158.666199
 20-24 	2714.687474	1120.417907	1594.269567
 25-29 	5366.694662	1715.946499	3650.748163
 30-34 	11771.869006	3668.084241	8103.784765
 35-39 	17611.554895	5865.417977	11746.136918
 40-44 	17910.525914	6538.161737	11372.364177
 45-49 	13945.301239	5580.471789	8364.829451
 50-54 	9201.665473	3826.455367	5375.210106
 55-59 	4940.782085	2037.804623	2902.977462
 60-64 	2561.758965	1014.051789	1547.707176
 65-69 	1420.666420	594.251232	826.415188
 70-74 	717.008649	312.928950	404.079699
 75-79 	370.479704	158.636046	211.843659
 80+ 	208.091180	83.172894	124.918287
Total	101409.912085	38975.046188	62434.865897
2016			
 0-4	1288.881048	665.406277	623.474770
 5-9	3042.098249	1587.193753	1454.904495
 10-14 	903.213541	475.246702	427.966839
 15-19 	2414.435804	1147.684812	1266.750992
 20-24 	3183.615738	1338.255134	1845.360604
 25-29 	5793.218500	1948.949125	3844.269375
 30-34 	12469.875582	3979.186761	8490.688821
 35-39 	19321.502865	6477.426176	12844.076690
 40-44 	20459.301443	7435.318739	13023.982703
 45-49 	16285.815716	6473.997128	9811.818588
 50-54 	10910.075485	4513.217181	6396.858304
 55-59 	5904.049275	2448.357332	3455.691943
 60-64 	3076.351683	1215.346075	1861.005608
 65-69 	1660.247310	688.579215	971.668095
 70-74 	853.706042	371.060733	482.645310
 75-79 	412.598204	180.038085	232.560118
 80+ 	234.037576	94.042348	139.995229
Total	113447.216898	43767.152308	69680.064590
2017			
 0-4	1198.310049	617.956450	580.353599
 5-9	2963.555221	1548.045091	1415.510131
 10-14 	1339.441072	706.004293	633.436779
 15-19 	2813.284257	1375.283739	1438.000518
 20-24 	3679.966037	1565.608978	2114.357059
 25-29 	6413.108017	2258.706370	4154.401646
 30-34 	13276.584385	4362.389721	8914.194664
 35-39 	21121.844797	7158.930465	13962.914332
 40-44 	23184.823580	8412.028951	14772.794629
 45-49 	18939.788527	7477.661181	11462.127347
 50-54 	12870.836619	5311.230355	7559.606264
 55-59 	7048.377360	2932.947704	4115.429656
 60-64 	3693.727185	1465.292347	2228.434838
 65-69 	1933.623377	793.615402	1140.007975
 70-74 	1017.481982	441.581950	575.900031
 75-79 	467.584950	206.627017	260.957932
 80+ 	260.228004	105.868374	154.359630
Total	127723.871762	49611.784222	78112.087540
2018			
 0-4	1353.627018	697.544601	656.082417
 5-9	2840.312252	1484.654674	1355.657578
 10-14 	1812.873349	957.408580	855.464768
 15-19 	3311.262688	1647.963231	1663.299457
 20-24 	4193.757163	1808.021157	2385.736007
 25-29 	7168.260723	2622.632280	4545.628443
 30-34 	14141.074724	4796.528368	9344.546356
 35-39 	22917.921277	7879.281626	15038.639651
 40-44 	25981.351475	9430.478156	16550.873319
 45-49 	21763.216381	8529.276534	13233.939848
 50-54 	15039.864100	6196.271036	8843.593064
 55-59 	8383.455512	3491.198692	4892.256820
 60-64 	4400.397927	1759.553977	2640.843950
 65-69 	2245.001959	910.282286	1334.719673
 70-74 	1200.463635	520.499228	679.964407
 75-79 	536.279451	238.300828	297.978622
 80+ 	285.935847	118.281562	167.654286
Total	143581.868101	56227.784671	87354.083431
2019			
 0-4	1701.097504	876.696007	824.401498
 5-9	2583.855213	1350.960430	1232.894783
 10-14 	2348.820893	1242.177992	1106.642900
 15-19 	3754.991363	1880.556758	1874.434605
 20-24 	4726.535799	2071.879875	2654.655924
 25-29 	8100.214520	3061.248092	5038.966428
 30-34 	15135.226707	5304.910123	9830.316584
 35-39 	24739.908011	8653.732600	16086.175411
 40-44 	28820.646007	10486.926394	18333.719612
 45-49 	24765.066065	9642.102036	15122.964029
 50-54 	17370.546129	7138.162470	10232.383659
 55-59 	9919.176122	4123.778545	5795.397577
 60-64 	5189.315376	2094.297986	3095.017390
 65-69 	2614.567886	1048.266498	1566.301388
 70-74 	1395.936255	603.782390	792.153864
 75-79 	620.861284	276.040984	344.820300
 80+ 	312.229054	131.546482	180.682572
Total	160732.767796	63456.900090	97275.867705
2020			
 0-4	2002.616068	1033.214231	969.401838
 5-9	2309.004321	1206.530536	1102.473785
 10-14 	2799.931926	1482.749333	1317.182592
 15-19 	4160.644205	2100.509624	2060.134582
 20-24 	5372.979244	2382.917535	2990.061709
 25-29 	9253.322437	3595.029087	5658.293350
 30-34 	16348.330216	5921.736486	10426.593730
 35-39 	26632.530788	9506.796340	17125.734448
 40-44 	31655.896385	11575.067685	20080.828701
 45-49 	28087.632950	10887.235405	17200.397544
 50-54 	19696.761652	8054.953669	11641.807983
 55-59 	11622.647500	4816.065841	6806.581659
 60-64 	6061.442960	2467.395286	3594.047675
 65-69 	3055.363741	1215.768644	1839.595097
 70-74 	1600.337050	688.364423	911.972627
 75-79 	720.950761	320.002151	400.948610
 80+ 	340.637161	146.024628	194.612533
Total	178832.581680	71122.855001	107709.726679
2021			
 0-4	2331.085924	1203.883813	1127.202111
 5-9	2177.000134	1137.466764	1039.533369
 10-14 	2855.430575	1514.783025	1340.647550
 15-19 	4291.451883	2180.083761	2111.368122
 20-24 	5515.421233	2489.704902	3025.716331
 25-29 	9407.371469	3705.088066	5702.283403
 30-34 	16250.961146	5986.101070	10264.860076
 35-39 	26617.593669	9580.689085	17036.904584
 40-44 	32907.629052	12002.707272	20904.921780
 45-49 	30264.929648	11606.154011	18658.775636
 50-54 	21829.242484	8841.096231	12988.146254
 55-59 	13199.323114	5437.487564	7761.835550
 60-64 	6888.868337	2814.437782	4074.430556
 65-69 	3479.682623	1373.707041	2105.975582
 70-74 	1767.913517	748.601599	1019.311919
 75-79 	809.735235	356.446809	453.288426
 80+ 	365.369197	157.896777	207.472420
Total	188322.525875	74992.469175	113330.056700
2022			
 0-4	2496.889649	1290.373922	1206.515727
 5-9	2136.723014	1115.944393	1020.778620
 10-14 	2782.373502	1478.055712	1304.317790
 15-19 	4318.703506	2206.988976	2111.714530
 20-24 	5654.301941	2597.753207	3056.548734
 25-29 	9430.002385	3756.417957	5673.584428
 30-34 	16114.200832	6024.436064	10089.764769
 35-39 	26366.030505	9583.200078	16782.830428
 40-44 	33802.320573	12320.499396	21481.821177
 45-49 	32306.975391	12267.809845	20039.165546
 50-54 	24011.830752	9617.118071	14394.712681
 55-59 	14893.937805	6105.101542	8788.836263
 60-64 	7825.626149	3200.786106	4624.840044
 65-69 	3960.930138	1560.139997	2400.790141
 70-74 	1945.636774	808.026401	1137.610373
 75-79 	908.085922	396.624686	511.461236
 80+ 	394.371441	171.074836	223.296606
Total	196764.926443	78384.725214	118380.201229
2023			
 0-4	2606.463397	1347.326887	1259.136510
 5-9	2087.815886	1089.336932	998.478955
 10-14 	2666.094110	1417.428016	1248.666094
 15-19 	4299.974531	2210.855945	2089.118586
 20-24 	5804.886129	2705.965307	3098.920822
 25-29 	9349.465467	3768.924811	5580.540656
 30-34 	15931.089030	6033.159390	9897.929640
 35-39 	25901.984388	9516.786568	16385.197820
 40-44 	34314.358009	12520.703054	21793.654956
 45-49 	34127.995849	12843.116159	21284.879690
 50-54 	26166.924268	10354.105080	15812.819188
 55-59 	16679.929623	6804.324565	9875.605057
 60-64 	8891.503638	3630.981321	5260.522317
 65-69 	4490.208478	1772.011525	2718.196953
 70-74 	2143.026272	870.982765	1272.043508
 75-79 	1010.507835	437.701327	572.806508
 80+ 	428.311122	185.731143	242.579979
Total	204260.911428	81363.532630	122897.378797
2024			
 0-4	2644.230823	1366.939292	1277.291530
 5-9	2096.404858	1092.818200	1003.586658
 10-14 	2424.979113	1289.808530	1135.170583
 15-19 	4469.736363	2309.745354	2159.991009
 20-24 	5793.127077	2718.821490	3074.305587
 25-29 	9195.819698	3760.910353	5434.909345
 30-34 	15727.705227	6027.882890	9699.822338
 35-39 	25310.649133	9406.959908	15903.689225
 40-44 	34466.839394	12612.516326	21854.323067
 45-49 	35689.647885	13327.075754	22362.572131
 50-54 	28305.255587	11066.889049	17238.366538
 55-59 	18500.224501	7502.102699	10998.121803
 60-64 	10094.207254	4106.059074	5988.148180
 65-69 	5060.043835	2004.884006	3055.159829
 70-74 	2378.072788	946.925841	1431.146946
 75-79 	1111.877254	476.616539	635.260715
 80+ 	468.023227	202.323857	265.699370
Total	210902.458809	83968.845186	126933.613622
2025			
 0-4	2590.219527	1339.078674	1251.140854
 5-9	2171.047433	1131.473967	1039.573466
 10-14 	2167.004239	1151.804381	1015.199858
 15-19 	4554.113522	2363.210620	2190.902902
 20-24 	5750.661855	2719.330338	3031.331517
 25-29 	9063.354646	3759.032274	5304.322372
 30-34 	15512.468204	6014.134832	9498.333371
 35-39 	24667.226364	9275.854955	15391.371409
 40-44 	34284.409415	12602.920007	21681.489408
 45-49 	36949.518306	13715.278755	23234.239552
 50-54 	30570.410636	11825.461296	18744.949340
 55-59 	20198.696840	8123.180510	12075.516330
 60-64 	11406.960819	4614.864451	6792.096367
 65-69 	5675.444759	2257.913864	3417.530895
 70-74 	2660.731876	1042.532480	1618.199396
 75-79 	1211.734903	512.228829	699.506075
 80+ 	513.423332	220.917542	292.505790
Total	216875.697876	86291.574796	130584.123080
2026			
 0-4	2480.370349	1282.284070	1198.086279
 5-9	2378.113261	1240.700146	1137.413114
 10-14 	2045.017389	1086.078699	958.938690
 15-19 	4232.460687	2201.694566	2030.766122
 20-24 	5782.694430	2754.998454	3027.695976
 25-29 	8959.179602	3775.445774	5183.733828
 30-34 	15220.646074	5954.267747	9266.378327
 35-39 	24029.526714	9138.778172	14890.748542
 40-44 	33811.508752	12506.692558	21304.816195
 45-49 	37879.184175	14004.997079	23874.187095
 50-54 	32541.557662	12453.026402	20088.531260
 55-59 	22144.660430	8822.450459	13322.209971
 60-64 	12816.091260	5156.718960	7659.372300
 65-69 	6361.440352	2537.911965	3823.528387
 70-74 	2985.429557	1157.743165	1827.686392
 75-79 	1316.295756	546.490590	769.805166
 80+ 	563.770935	241.230424	322.540511
Total	222451.448384	88470.572146	133980.876238
2027			
 0-4	2377.939543	1229.325122	1148.614421
 5-9	2520.265010	1316.259633	1204.005377
 10-14 	2008.322491	1065.555268	942.767223
 15-19 	3905.321702	2034.101818	1871.219884
 20-24 	5724.757367	2741.512529	2983.244838
 25-29 	8934.279447	3824.381377	5109.898070
 30-34 	14857.763494	5861.640946	8996.122549
 35-39 	23428.281775	9003.396103	14424.885672
 40-44 	33125.884270	12350.749665	20775.134605
 45-49 	38464.385407	14195.765799	24268.619608
 50-54 	34355.867170	13015.048785	21340.818384
 55-59 	24128.119171	9509.520856	14618.598315
 60-64 	14328.092428	5737.773780	8590.318649
 65-69 	7140.954211	2850.574728	4290.379482
 70-74 	3352.932594	1294.764660	2058.167934
 75-79 	1428.338347	580.190165	848.148183
 80+ 	619.652730	263.492618	356.160112
Total	227607.684203	90485.193875	137122.490328
2028			
 0-4	2283.507538	1180.506418	1103.001120
 5-9	2612.410315	1365.686246	1246.724069
 10-14 	1962.313548	1039.916006	922.397542
 15-19 	3609.990225	1881.573887	1728.416338
 20-24 	5639.693341	2711.321712	2928.371629
 25-29 	8980.620320	3894.813292	5085.807028
 30-34 	14461.515241	5758.487462	8703.027779
 35-39 	22857.222295	8867.160340	13990.061955
 40-44 	32291.993691	12153.082728	20138.910963
 45-49 	38715.829286	14294.306262	24421.523024
 50-54 	35984.031123	13507.194770	22476.836352
 55-59 	26107.073968	10171.038604	15936.035363
 60-64 	15933.084979	6351.209458	9581.875521
 65-69 	8039.414123	3203.290417	4836.123706
 70-74 	3759.573408	1452.479311	2307.094097
 75-79 	1557.001253	617.649389	939.351864
 80+ 	679.324294	286.668349	392.655945
Total	232332.830347	92322.493320	140010.337027
2029			
 0-4	2197.488445	1136.043690	1061.444755
 5-9	2639.472860	1381.012959	1258.459901
 10-14 	1969.252705	1042.768053	926.484652
 15-19 	3218.710947	1677.466103	1541.244844
 20-24 	5741.094453	2771.562770	2969.531683
 25-29 	8920.539300	3893.037905	5027.501395
 30-34 	14064.857946	5662.790608	8402.067338
 35-39 	22325.301421	8738.909276	13586.392145
 40-44 	31388.541715	11935.583847	19452.957868
 45-49 	38654.798031	14308.194839	24346.603192
 50-54 	37388.160140	13924.836834	23463.323306
 55-59 	28092.081777	10820.241507	17271.840271
 60-64 	17574.926160	6965.663567	10609.262593
 65-69 	9064.202128	3597.377862	5466.824265
 70-74 	4199.493764	1627.145362	2572.348402
 75-79 	1714.416807	665.265863	1049.150944
 80+ 	740.433180	309.291234	431.141946
Total	236699.985789	94017.016980	142682.968809
2030			
 0-4	2119.887516	1095.938410	1023.949106
 5-9	2582.178854	1351.628221	1230.550633
 10-14 	2036.768342	1079.216482	957.551860
 15-19 	2814.071746	1465.105979	1348.965767
 20-24 	5767.884710	2791.427413	2976.457297
 25-29 	8864.300546	3889.582628	4974.717918
 30-34 	13758.652134	5599.995046	8158.657088
 35-39 	21827.894823	8619.650519	13208.244304
 40-44 	30487.460211	11718.312118	18769.148093
 45-49 	38304.613909	14242.896026	24061.717883
 50-54 	38526.584263	14264.051236	24262.533027
 55-59 	30213.960527	11519.258343	18694.702184
 60-64 	19103.881737	7510.609056	11593.272681
 65-69 	10193.528588	4024.186735	6169.341853
 70-74 	4677.551575	1818.225574	2859.326001
 75-79 	1906.426874	727.166095	1179.260780
 80+ 	803.188242	330.993766	472.194476
Total	240727.669308	95575.026759	145152.642550
2031			
 0-4	2050.237208	1059.946197	990.291012
 5-9	2474.007799	1294.960112	1179.047687
 10-14 	2229.332765	1183.610607	1045.722159
 15-19 	2585.945282	1344.113252	1241.832029
 20-24 	5401.951280	2604.804977	2797.146303
 25-29 	8893.966608	3921.629933	4972.336676
 30-34 	13550.771154	5581.486345	7969.284809
 35-39 	21296.654944	8472.567371	12824.087573
 40-44 	29645.075218	11515.455563	18129.619655
 45-49 	37705.625715	14110.551422	23595.074293
 50-54 	39371.667954	14522.707126	24848.960828
 55-59 	32064.831098	12099.442244	19965.388854
 60-64 	20879.543582	8135.019257	12744.524325
 65-69 	11414.445579	4482.491449	6931.954130
 70-74 	5214.879919	2031.404526	3183.475393
 75-79 	2127.889811	802.735766	1325.154045
 80+ 	871.330272	353.046171	518.284101
Total	244531.733959	97054.489232	147477.244727
2032			
 0-4	1988.056086	1027.814155	960.241931
 5-9	2373.350654	1242.227907	1131.122746
 10-14 	2362.062482	1256.082933	1105.979548
 15-19 	2419.181058	1256.807312	1162.373746
 20-24 	5048.792879	2421.122810	2627.670069
 25-29 	8849.527522	3909.588990	4939.938532
 30-34 	13481.086574	5616.915043	7864.171531
 35-39 	20732.334917	8308.560501	12423.774416
 40-44 	28884.320033	11330.779210	17553.540823
 45-49 	36927.081690	13933.499632	22993.582058
 50-54 	39904.399491	14698.010632	25206.388859
 55-59 	33780.160855	12623.883705	21156.277150
 60-64 	22700.314055	8754.029583	13946.284472
 65-69 	12730.804968	4976.589569	7754.215399
 70-74 	5830.390119	2271.337039	3559.053079
 75-79 	2378.514779	893.009337	1485.505442
 80+ 	946.660308	376.061313	570.598996
Total	248060.507690	98422.444669	149638.063021
2033			
 0-4	1933.135099	999.430789	933.704311
 5-9	2280.753042	1193.718375	1087.034667
 10-14 	2448.791002	1303.794960	1144.996041
 15-19 	2218.576108	1152.823823	1065.752285
 20-24 	4739.823440	2258.912427	2480.911013
 25-29 	8790.444371	3884.496777	4905.947594
 30-34 	13525.143193	5689.113621	7836.029573
 35-39 	20175.427420	8150.041442	12025.385978
 40-44 	28191.947560	11158.876839	17033.070721
 45-49 	36028.941661	13727.260767	22301.680894
 50-54 	40132.101617	14794.827488	25337.274129
 55-59 	35331.882415	13088.489350	22243.393065
 60-64 	24529.371273	9356.230264	15173.141009
 65-69 	14133.972760	5500.586973	8633.385786
 70-74 	6544.614478	2543.880538	4000.733941
 75-79 	2655.687740	997.041979	1658.645761
 80+ 	1033.285930	401.935136	631.350793
Total	251356.578251	99698.405673	151658.172578
2034			
 0-4	1885.231516	974.669837	910.561679
 5-9	2196.545891	1149.604900	1046.940991
 10-14 	2474.708872	1319.014628	1155.694243
 15-19 	2090.285994	1087.592126	1002.693869
 20-24 	4334.285368	2045.926394	2288.358974
 25-29 	8910.671938	3943.425228	4967.246710
 30-34 	13506.501965	5707.949813	7798.552152
 35-39 	19665.802478	8016.928760	11648.873718
 40-44 	27565.131325	11003.492627	16561.638698
 45-49 	35085.079217	13511.082782	21573.996435
 50-54 	40073.322936	14819.268957	25254.053979
 55-59 	36683.680893	13488.968797	23194.712095
 60-64 	26374.977588	9952.346299	16422.631290
 65-69 	15572.736609	6026.668905	9546.067705
 70-74 	7363.819125	2850.319383	4513.499742
 75-79 	2955.976867	1112.409013	1843.567855
 80+ 	1136.255271	433.262027	702.993244
Total	254431.500133	100886.219841	153545.280292
2035			
 0-4	1843.957759	953.331248	890.626511
 5-9	2120.616946	1109.828280	1010.788666
 10-14 	2421.324383	1291.252112	1130.072270
 15-19 	2066.742893	1078.831083	987.911809
 20-24 	3902.438435	1819.034910	2083.403525
 25-29 	8965.420043	3965.925974	4999.494069
 30-34 	13516.706512	5733.487639	7783.218873
 35-39 	19294.998374	7935.541574	11359.456800
 40-44 	26988.067453	10861.351047	16126.716406
 45-49 	34164.141812	13303.056295	20861.085517
 50-54 	39748.698433	14775.231308	24973.467124
 55-59 	37795.550952	13821.789275	23973.761676
 60-64 	28349.941065	10594.579540	17755.361525
 65-69 	16911.437276	6492.437802	10418.999473
 70-74 	8271.408783	3184.375556	5087.033227
 75-79 	3283.708358	1239.020709	2044.687650
 80+ 	1257.842857	471.638064	786.204793
Total	257288.901421	101985.124059	155303.777362
2036			
 0-4	1808.743857	935.122453	873.621404
 5-9	2052.536541	1074.161456	978.375084
 10-14 	2320.166591	1237.225664	1082.940927
 15-19 	2226.149991	1166.773296	1059.376695
 20-24 	3634.655876	1677.121205	1957.534671
 25-29 	8642.563851	3791.020306	4851.543546
 30-34 	13620.728671	5795.210584	7825.518087
 35-39 	19075.584482	7918.778070	11156.806411
 40-44 	26390.287582	10696.381773	15693.905809
 45-49 	33320.451542	13115.944573	20204.506969
 50-54 	39194.179737	14672.562375	24521.617363
 55-59 	38640.367224	14084.968456	24555.398768
 60-64 	30081.291128	11131.756987	18949.534142
 65-69 	18479.065142	7031.955225	11447.109917
 70-74 	9256.630497	3544.814678	5711.815819
 75-79 	3654.324980	1380.984744	2273.340236
 80+ 	1395.861145	516.766657	879.094488
Total	259975.035825	103018.058072	156956.977753
2037			
 0-4	1778.925647	919.701453	859.224194
 5-9	1991.973444	1042.428626	949.544818
 10-14 	2226.024425	1186.947408	1039.077016
 15-19 	2341.820515	1230.513257	1111.307258
 20-24 	3420.594663	1565.551430	1855.043233
 25-29 	8338.646493	3622.334514	4716.311980
 30-34 	13665.561906	5818.360393	7847.201513
 35-39 	19038.837740	7972.632983	11066.204757
 40-44 	25771.079542	10518.465482	15252.614061
 45-49 	32572.888374	12951.098985	19621.789389
 50-54 	38472.503176	14530.401562	23942.101614
 55-59 	39196.865671	14274.711211	24922.154459
 60-64 	31694.591339	11621.112101	20073.479238
 65-69 	20093.440399	7570.469629	12522.970770
 70-74 	10322.130038	3934.662395	6387.467643
 75-79 	4081.498443	1541.666400	2539.832043
 80+ 	1550.508747	569.131104	981.377643
Total	262554.814079	104019.266419	158535.547660
2038			
 0-4	1753.832169	906.721767	847.110401
 5-9	1938.698365	1014.505798	924.192567
 10-14 	2139.411317	1140.692377	998.718940
 15-19 	2420.947358	1273.957869	1146.989489
 20-24 	3171.860069	1437.661513	1734.198556
 25-29 	8078.611542	3475.631362	4602.980180
 30-34 	13710.491543	5833.788882	7876.702661
 35-39 	19148.408912	8075.621613	11072.787299
 40-44 	25177.262748	10352.397858	14824.864890
 45-49 	31905.270443	12801.726666	19103.543777
 50-54 	37640.704421	14362.917304	23277.787117
 55-59 	39469.415593	14394.531764	25074.883829
 60-64 	33164.090028	12059.075612	21105.014416
 65-69 	21723.771500	8098.794780	13624.976720
 70-74 	11461.655059	4349.409250	7112.245809
 75-79 	4579.627615	1725.095307	2854.532308
 80+ 	1722.289539	628.924579	1093.364961
Total	265038.290069	104993.374243	160044.915826
2039			
 0-4	1732.917646	895.900330	837.017316
 5-9	1892.365791	990.211298	902.154493
 10-14 	2060.640764	1098.627653	962.013112
 15-19 	2445.793582	1288.098391	1157.695190
 20-24 	3010.158200	1355.815976	1654.342224
 25-29 	7708.755837	3273.253234	4435.502603
 30-34 	13931.264608	5929.161725	8002.102883
 35-39 	19230.720071	8141.289706	11089.430365
 40-44 	24656.819423	10221.188873	14435.630550
 45-49 	31307.006447	12667.920626	18639.085821
 50-54 	36768.602043	14187.376789	22581.225254
 55-59 	39473.748969	14449.328504	25024.420465
 60-64 	34455.955972	12441.803236	22014.152736
 65-69 	23375.130974	8624.822665	14750.308309
 70-74 	12632.147305	4766.220769	7865.926536
 75-79 	5152.934085	1932.152175	3220.781910
 80+ 	1912.075446	696.044100	1216.031346
Total	267432.961364	105943.955331	161489.006032
2040			
 0-4	1715.728957	887.003759	828.725198
 5-9	1852.474700	969.284654	883.190046
 10-14 	1989.612824	1060.697882	928.914942
 15-19 	2394.988952	1261.316505	1133.672447
 20-24 	2971.394514	1338.997621	1632.396894
 25-29 	7290.305024	3047.537443	4242.767581
 30-34 	14097.003186	5992.560624	8104.442562
 35-39 	19359.485874	8219.896676	11139.589198
