Number on ART by age			
	South_Africa		
 60-64 	9142.742176	2393.060549	6749.681627
 65-69 	5068.890046	1479.945876	3588.944170
 70-74 	3110.294742	1113.722482	1996.572260
 75-79 	2109.935286	750.935976	1358.999310
 80+ 	948.663845	379.294443	569.369402
Total	318174.936415	113243.283901	204931.652514
2007			
 0-4	15868.183506	8106.254255	7761.929251
 5-9	11212.301527	5797.200478	5415.101049
 10-14 	753.800321	400.303921	353.496400
 15-19 	420.526201	164.424618	256.101583
 20-24 	5225.089508	1185.447027	4039.642481
 25-29 	42051.625204	11190.801046	30860.824158
 30-34 	75184.854454	23003.221199	52181.633255
 35-39 	77453.519363	27420.739105	50032.780258
 40-44 	66776.654037	26212.409149	40564.244888
 45-49 	62754.969833	24212.602890	38542.366943
 50-54 	46779.912544	16220.919823	30558.992722
 55-59 	25340.549009	7536.652849	17803.896160
 60-64 	14274.539421	3749.890177	10524.649244
 65-69 	7898.707253	2224.555493	5674.151760
 70-74 	4733.482450	1637.547800	3095.934650
 75-79 	3207.661854	1135.435259	2072.226595
 80+ 	1618.361063	632.446787	985.914276
Total	489389.022905	175134.610530	314254.412375
2008			
 0-4	13397.313021	6864.190834	6533.122187
 5-9	13022.232706	6739.187260	6283.045446
 10-14 	1901.394981	1001.748555	899.646427
 15-19 	622.200348	263.796009	358.404340
 20-24 	4645.985665	1071.345749	3574.639916
 25-29 	43243.803342	11537.467080	31706.336262
 30-34 	88642.065613	26799.888916	61842.176697
 35-39 	94768.879684	32855.339874	61913.539810
 40-44 	84073.435219	32629.455673	51443.979546
 45-49 	75702.012955	29522.126785	46179.886169
 50-54 	60582.582165	21442.229176	39140.352989
 55-59 	32924.666718	10042.368786	22882.297932
 60-64 	18174.882821	4808.013555	13366.869267
 65-69 	10055.308400	2727.135386	7328.173014
 70-74 	5813.537920	1926.705857	3886.832064
 75-79 	3911.884091	1372.018808	2539.865283
 80+ 	2212.564544	838.471210	1374.093334
Total	582015.690902	207046.616160	374969.074742
2009			
 0-4	10972.491193	5625.214650	5347.276543
 5-9	13731.221355	7112.328115	6618.893240
 10-14 	3762.240873	1972.266077	1789.974797
 15-19 	975.316139	440.725746	534.590393
 20-24 	4167.642716	1017.097736	3150.544980
 25-29 	42902.261559	11777.497490	31124.764069
 30-34 	100638.335884	30583.868675	70054.467209
 35-39 	112266.115715	38623.277702	73642.838013
 40-44 	102277.306404	39508.741318	62768.565086
 45-49 	89431.521500	35520.967461	53910.554039
 50-54 	75283.689148	27378.582737	47905.106411
 55-59 	41636.756531	13130.773609	28505.982922
 60-64 	22581.761136	6115.172563	16466.588573
 65-69 	12485.035851	3317.310938	9167.724913
 70-74 	6979.838300	2223.907027	4755.931273
 75-79 	4611.994409	1608.447582	3003.546827
 80+ 	2836.405404	1051.493205	1784.912199
Total	676005.887539	241717.481472	434288.406066
2010			
 0-4	16180.063297	8270.111231	7909.952067
 5-9	14377.558212	7448.056631	6929.501581
 10-14 	6193.254558	3243.220659	2950.033900
 15-19 	2273.601270	949.397052	1324.204218
 20-24 	9260.899367	2422.079417	6838.819950
 25-29 	57814.926325	16489.907713	41325.018612
 30-34 	132291.174820	40657.659576	91633.515244
 35-39 	150697.312889	51552.613121	99144.699768
 40-44 	136045.857025	51892.772217	84153.084808
 45-49 	115548.165508	46095.978695	69452.186813
 50-54 	97126.599180	35920.042597	61206.556583
 55-59 	55500.268613	17903.406034	37596.862579
 60-64 	29797.823485	8239.982880	21557.840605
 65-69 	16431.792614	4300.446312	12131.346301
 70-74 	9002.697176	2730.754763	6271.942413
 75-79 	5785.525314	1968.795204	3816.730110
 80+ 	3646.327118	1323.772870	2322.554248
Total	894724.722840	320370.385492	574354.337348
2011			
 0-4	32901.792381	16772.961177	16128.831203
 5-9	17430.272179	9017.738415	8412.533764
 10-14 	8573.797987	4494.000733	4079.797254
 15-19 	6775.933237	2803.403065	3972.530172
 20-24 	25925.914893	6816.430531	19109.484362
 25-29 	119694.539818	35340.304390	84354.235428
 30-34 	233998.574219	74070.951080	159927.623138
 35-39 	263856.604034	90761.477264	173095.126770
 40-44 	228471.752930	86809.941376	141661.811554
 45-49 	191169.858154	76821.555222	114348.302933
 50-54 	148504.756058	55995.609665	92509.146393
 55-59 	87919.708935	29077.138569	58842.570366
 60-64 	47197.675396	13494.168320	33703.507076
 65-69 	25922.487708	6888.172320	19034.315388
 70-74 	14247.268014	4198.341666	10048.926348
 75-79 	8973.676175	2962.125574	6011.550601
 80+ 	5349.276968	1943.452082	3405.824886
Total	1525819.751632	548552.471775	977267.279857
2012			
 0-4	44039.742107	22439.078545	21600.663562
 5-9	25474.899944	13148.363060	12326.536884
 10-14 	10668.628878	5596.915819	5071.713058
 15-19 	13029.931579	5422.203507	7607.728072
 20-24 	43329.762137	11148.155931	32181.606206
 25-29 	184547.859013	54562.478775	129985.380238
 30-34 	345469.150757	110755.523163	234713.627594
 35-39 	396287.618774	136078.811279	260208.807495
 40-44 	337308.818344	127154.625961	210154.192383
 45-49 	274470.509674	110643.360641	163827.149033
 50-54 	203923.718285	78352.131889	125571.586395
 55-59 	125037.134747	42307.577030	82729.557716
 60-64 	67446.110729	19830.945763	47615.164967
 65-69 	36590.780611	9832.323618	26758.456993
 70-74 	20150.714101	5755.834404	14394.879697
 75-79 	12339.304055	3917.370628	8421.933427
 80+ 	7172.525194	2576.291658	4596.233536
Total	2227470.479857	800706.349097	1426764.130760
2013			
 0-4	36622.972447	18682.005608	17940.966839
 5-9	39026.338077	20085.484370	18940.853707
 10-14 	12385.776873	6501.243389	5884.533484
 15-19 	14223.798100	6820.560082	7403.238018
 20-24 	35222.334463	10559.060570	24663.273894
 25-29 	167518.161716	54046.932957	113471.228760
 30-34 	347198.781219	118788.064949	228410.716270
 35-39 	423486.556808	152373.398430	271113.158379
 40-44 	373199.075214	144908.961830	228290.113384
 45-49 	300673.206497	125626.999733	175046.206764
 50-54 	225853.903564	91180.749008	134673.154556
 55-59 	143476.874691	51295.865154	92181.009537
 60-64 	77662.941682	24172.614597	53490.327085
 65-69 	41294.300894	11530.376818	29763.924076
 70-74 	22411.249389	6445.520843	15965.728546
 75-79 	13229.475870	4184.900002	9044.575868
 80+ 	8122.791537	2891.271647	5231.519890
Total	2369643.626438	895362.743355	1474280.883084
2014			
 0-4	34043.246522	17380.588215	16662.658307
 5-9	44984.493814	23151.522866	21832.970948
 10-14 	13058.403708	6856.320169	6202.083538
 15-19 	19008.308678	10638.443056	8369.865621
 20-24 	35611.273845	14937.966849	20673.306997
 25-29 	170712.715857	68780.324263	101932.391594
 30-34 	376616.222839	150939.689636	225676.533203
 35-39 	483384.976105	197150.102791	286234.873314
 40-44 	436550.497955	185101.528831	251448.969124
 45-49 	351732.347870	159625.114761	192107.233109
 50-54 	263182.240093	115764.899460	147417.340633
 55-59 	171106.962780	67200.434654	103906.528126
 60-64 	93522.479141	32336.478930	61186.000212
 65-69 	48959.303594	15166.307929	33792.995665
 70-74 	26402.800581	8195.410784	18207.389797
 75-79 	14982.829989	5026.472079	9956.357910
 80+ 	9487.832524	3499.763466	5988.069058
Total	2685433.079937	1129139.799989	1556293.279948
2015			
 0-4	28374.329882	14500.150593	13874.179289
 5-9	47713.078535	24566.954530	23146.124006
 10-14 	13664.989874	7174.834015	6490.155859
 15-19 	27743.953491	13185.967858	14557.985633
 20-24 	50592.912205	16105.247592	34487.664612
 25-29 	209150.722151	69910.751955	139239.970196
 30-34 	452270.441769	162609.181210	289661.260559
 35-39 	592920.357018	221371.502876	371548.854141
 40-44 	537169.019913	211555.970306	325613.049606
 45-49 	429239.710693	179953.545937	249286.164757
 50-54 	319234.775684	134032.108448	185202.667236
 55-59 	212095.079918	80055.266663	132039.813255
 60-64 	118886.586063	39282.232098	79604.353966
 65-69 	62048.740833	18147.630611	43901.110222
 70-74 	33529.138745	9399.664097	24129.474648
 75-79 	18476.016632	5456.238610	13019.778022
 80+ 	11392.211648	3892.307471	7499.904177
Total	3254254.463343	1257441.494007	1996812.969337
2016			
 0-4	21310.317615	10894.816121	10415.501494
 5-9	49328.411722	25389.587219	23938.824504
 10-14 	16545.999249	8678.302376	7867.696873
 15-19 	32718.474983	16504.936039	16213.538944
 20-24 	53554.270152	19837.236076	33717.034075
 25-29 	210290.512576	76850.193880	133440.318696
 30-34 	476693.222733	182495.870659	294197.352074
 35-39 	653252.381596	256860.022305	396392.359291
 40-44 	610127.286137	247291.666393	362835.619743
 45-49 	484564.453773	208156.898563	276407.555210
 50-54 	361847.855377	157020.681263	204827.174114
 55-59 	243168.639805	96077.540365	147091.099440
 60-64 	139700.286966	48513.825380	91186.461586
 65-69 	72696.160524	22336.859605	50359.300919
 70-74 	38686.770171	11144.356088	27542.414083
 75-79 	20817.870347	6143.227537	14674.642809
 80+ 	12954.434474	4372.562130	8581.872344
Total	3585442.076785	1443531.287717	2141910.789068
2017			
 0-4	16645.878026	8510.002681	8135.875344
 5-9	46392.533234	23870.697791	22521.835443
 10-14 	24151.152012	12622.825977	11528.326035
 15-19 	36163.991157	18296.184208	17867.806949
 20-24 	54810.613487	20959.609551	33851.003936
 25-29 	202362.645298	74029.738767	128332.906530
 30-34 	481650.568378	185151.829353	296498.739025
 35-39 	692919.551701	273895.046185	419024.505516
 40-44 	673084.235735	272006.199739	401078.035995
 45-49 	535401.246632	227568.411465	307832.835167
 50-54 	401744.974075	174891.207352	226853.766724
 55-59 	272297.634164	109509.904042	162787.730122
 60-64 	161388.073609	57028.965773	104359.107836
 65-69 	84192.820875	26202.771629	57990.049246
 70-74 	43939.924188	12534.255390	31405.668798
 75-79 	23292.753461	6614.285535	16678.467926
 80+ 	14481.846231	4690.564957	9791.281275
Total	3852110.005534	1553386.026846	2298723.978688
2018			
 0-4	12216.702409	6248.878499	5967.823910
 5-9	36925.163431	19028.647861	17896.515570
 10-14 	37005.877845	19253.304516	17752.573329
 15-19 	38397.464789	19402.028016	18995.436773
 20-24 	55794.680748	22151.400623	33643.280125
 25-29 	192912.616083	70978.478491	121934.137592
 30-34 	477936.457680	184499.114281	293437.343399
 35-39 	722866.963966	287685.256714	435181.707253
 40-44 	733321.393116	296402.424809	436918.968307
 45-49 	587237.916538	247316.756756	339921.159782
 50-54 	442895.637474	192870.618324	250025.019150
 55-59 	301777.502943	123498.079992	178279.422951
 60-64 	184608.779544	66448.113614	118160.665930
 65-69 	97013.864057	30647.343566	66366.520491
 70-74 	49603.536273	14121.355604	35482.180669
 75-79 	26055.935226	7169.346114	18886.589112
 80+ 	16078.567527	4989.204445	11089.363082
Total	4098796.803333	1657241.183101	2441555.620232
2019			
 0-4	10083.646064	5156.000234	4927.645830
 5-9	32526.673580	16801.766647	15724.906933
 10-14 	42656.385869	22196.374440	20460.011429
 15-19 	38804.741294	19577.158071	19227.583224
 20-24 	57284.522849	23581.212094	33703.310756
 25-29 	182464.469318	67686.535436	114777.933882
 30-34 	466152.193375	180412.519341	285739.674034
 35-39 	742116.113888	297144.731113	444971.382774
 40-44 	788984.617805	319494.451572	469490.166233
 45-49 	639134.693027	267012.636936	372122.056091
 50-54 	484360.209293	210081.442875	274278.766418
 55-59 	332024.584095	137888.957756	194135.626339
 60-64 	208542.706170	76448.315656	132094.390514
 65-69 	110943.118002	35569.308606	75373.809397
 70-74 	55825.832047	15933.173008	39892.659039
 75-79 	29042.710294	7782.700982	21260.009312
 80+ 	17761.859619	5271.235681	12490.623938
Total	4323975.782105	1752192.661770	2571783.120336
2020			
 0-4	9757.789294	4990.928584	4766.860709
 5-9	28426.412821	14719.936403	13706.476418
 10-14 	45255.264929	23564.184859	21691.080070
 15-19 	38332.360779	19479.406555	18852.954224
 20-24 	59302.978496	25078.182923	34224.795573
 25-29 	171948.587356	64465.269938	107483.317417
 30-34 	447872.018940	173636.636318	274235.382622
 35-39 	750797.721596	302148.397530	448649.324066
 40-44 	838414.187622	340560.238197	497853.949425
 45-49 	692829.121033	287743.181969	405085.939064
 50-54 	524314.614948	225574.794445	298739.820503
 55-59 	363252.335196	152576.804590	210675.530605
 60-64 	232664.131977	86862.830114	145801.301863
 65-69 	125922.991573	40970.579478	84952.412095
 70-74 	62807.762386	18028.878528	44778.883858
 75-79 	32222.002829	8455.014870	23766.987958
 80+ 	19565.258250	5551.017341	14014.240910
Total	4527125.007066	1837681.332489	2689443.674578
2021			
 0-4	8946.178835	4577.630600	4368.548235
 5-9	23466.469934	12171.903641	11294.566294
 10-14 	46773.315426	24353.294275	22420.021151
 15-19 	39250.841176	20038.476118	19212.365057
 20-24 	61135.585613	26518.539004	34617.046609
 25-29 	162181.167589	61515.712692	100665.454897
 30-34 	425147.320972	165172.019421	259975.301552
 35-39 	749294.666931	302676.961105	446617.705826
 40-44 	879467.116028	358690.933334	520776.182693
 45-49 	747271.945793	308392.868279	438879.077515
 50-54 	564334.498001	240984.591999	323349.906002
 55-59 	395101.433321	167248.354162	227853.079159
 60-64 	256491.314949	97512.109381	158979.205568
 65-69 	142110.697641	46933.796124	95176.901517
 70-74 	70645.903577	20436.349310	50209.554267
 75-79 	35595.161438	9200.486061	26394.675376
 80+ 	21520.128421	5840.837796	15679.290625
Total	4707919.709841	1913367.691818	2794552.018023
2022			
 0-4	8904.875889	4554.896473	4349.979416
 5-9	18253.807220	9472.558002	8781.249218
 10-14 	43945.038507	22901.341676	21043.696831
 15-19 	43552.928398	22357.168641	21195.759757
 20-24 	62831.051561	27815.986928	35015.064633
 25-29 	153295.038434	58856.479300	94438.559134
 30-34 	400274.303242	155976.886044	244297.417198
 35-39 	738031.707893	298890.465721	439141.242172
 40-44 	910626.305206	373084.220909	537542.084297
 45-49 	800664.949211	329146.310661	471518.638550
 50-54 	605809.768738	256352.694679	349457.074059
 55-59 	427528.849421	181730.356802	245798.492619
 60-64 	279802.727318	108281.590483	171521.136835
 65-69 	159572.962874	53507.012902	106065.949972
 70-74 	79480.082266	23204.369202	56275.713064
 75-79 	39149.514560	10026.278254	29123.236306
 80+ 	23663.278297	6154.581989	17508.696308
Total	4866490.910652	1979241.994817	2887248.915834
2023			
 0-4	9521.106925	4869.749342	4651.357583
 5-9	13931.757259	7221.388060	6710.369200
 10-14 	34866.745420	18256.487041	16610.258379
 15-19 	53123.578508	27324.298862	25799.279646
 20-24 	63263.158260	28316.163198	34946.995062
 25-29 	145192.556911	56474.206726	88718.350185
 30-34 	375060.048588	146830.704052	228229.344536
 35-39 	717787.902718	291183.952751	426603.949966
 40-44 	931209.542686	383301.565193	547907.977493
 45-49 	852141.149094	349788.950203	502352.198891
 50-54 	648014.662144	271627.022449	376387.639694
 55-59 	461048.375540	196031.637873	265016.737667
 60-64 	303132.102055	119273.251871	183858.850183
 65-69 	178117.562861	60662.274032	117455.288830
 70-74 	89314.623261	26342.843771	62971.779490
 75-79 	42995.829771	10970.227348	32025.602423
 80+ 	26002.470549	6499.519537	19502.951012
Total	5003042.782155	2035321.866752	2967720.915403
2024			
 0-4	9771.234101	4999.483626	4771.750475
 5-9	11815.010778	6111.056105	5703.954674
 10-14 	30679.120735	16123.270084	14555.850651
 15-19 	54609.069112	28110.403950	26498.665162
 20-24 	62629.580274	28214.387638	34415.192636
 25-29 	139175.381282	54880.452343	84294.928939
 30-34 	350857.487610	138300.638008	212556.849602
 35-39 	690291.168045	280415.489807	409875.678238
 40-44 	941357.020378	389230.826599	552126.193779
 45-49 	900585.191017	369933.398697	530651.792320
 50-54 	691142.868282	287289.978119	403852.890163
 55-59 	495350.989555	209794.997421	285555.992134
 60-64 	327324.916111	130643.937035	196680.979076
 65-69 	197262.220559	68286.652265	128975.568295
 70-74 	100062.412972	29840.357345	70222.055627
 75-79 	47335.630775	12090.162630	35245.468144
 80+ 	28531.089370	6880.221889	21650.867481
Total	5131045.756572	2088379.523376	3042666.233196
2025			
 0-4	9903.212001	5068.655593	4834.556409
 5-9	11752.086422	6081.851076	5670.235346
 10-14 	26831.861959	14134.778589	12697.083370
 15-19 	52661.781546	27113.164825	25548.616721
 20-24 	61484.660477	27963.632876	33521.027601
 25-29 	135429.254009	54034.639115	81394.614894
 30-34 	328507.538116	130586.234406	197921.303711
 35-39 	657536.859573	267597.717941	389939.141632
 40-44 	941300.992485	390815.861458	550485.131027
 45-49 	944258.489738	388796.711662	555461.778076
 50-54 	737088.475933	304526.280769	432562.195164
 55-59 	528645.721443	222124.682320	306521.039124
 60-64 	352698.042894	142357.400543	210340.642351
 65-69 	216596.991337	76267.703564	140329.287773
 70-74 	111684.175817	33705.677299	77978.498518
 75-79 	52331.188940	13427.471227	38903.717713
 80+ 	31252.550924	7304.472266	23948.078658
Total	5248451.044000	2137192.220788	3111258.823212
2026			
 0-4	10053.103210	5146.666220	4906.436991
 5-9	11486.938419	5946.868275	5540.070145
 10-14 	22162.005264	11694.324053	10467.681211
 15-19 	49909.224547	25696.576768	24212.647779
 20-24 	61502.872210	28217.137756	33285.734454
 25-29 	133233.472099	53841.865189	79391.606911
 30-34 	308568.121474	123697.916882	184870.204593
 35-39 	621924.924324	253917.128258	368007.796066
 40-44 	931512.687675	388078.753754	543433.933922
 45-49 	980896.708786	405386.164215	575510.544571
 50-54 	784824.531399	322207.169849	462617.361549
 55-59 	562456.192886	234651.058880	327805.134007
 60-64 	378982.631598	154167.094767	224815.536831
 65-69 	235740.981910	84470.504184	151270.477726
 70-74 	124320.669054	38005.659180	86315.009873
 75-79 	58039.872325	14994.326314	43045.546011
 80+ 	34191.894800	7785.358342	26406.536458
Total	5353508.878875	2180692.431430	3172816.447445
2027			
 0-4	10147.257287	5195.836492	4951.420795
 5-9	11341.172523	5869.478447	5471.694077
 10-14 	17239.347595	9101.492178	8137.855417
 15-19 	44330.804987	22855.516133	21475.288854
 20-24 	64019.124793	29736.012861	34283.111932
 25-29 	132430.658587	54169.189975	78261.468613
 30-34 	291046.561425	117540.210183	173506.351242
 35-39 	586089.853477	240478.361595	345611.491882
 40-44 	912679.970261	381303.578606	531376.391655
 45-49 	1008890.626053	418835.895035	590054.731018
 50-54 	832671.934834	340579.325756	492092.609077
 55-59 	598171.304958	247385.321201	350785.983757
 60-64 	406179.768641	165945.483532	240234.285109
 65-69 	254546.202236	92815.432077	161730.770159
 70-74 	138038.789037	42780.658938	95258.130099
 75-79 	64557.413000	16820.311139	47737.101861
 80+ 	37367.031657	8332.237546	29034.794110
Total	5448475.598757	2219911.148812	3228564.449946
2028			
 0-4	10234.302290	5241.202068	4993.100222
 5-9	11344.975208	5871.245840	5473.729368
 10-14 	13154.679773	6935.784985	6218.894789
 15-19 	34384.283842	17823.953341	16560.330501
 20-24 	70909.197015	33413.099671	37496.097344
 25-29 	131522.356384	54219.462648	77302.893736
 30-34 	275862.057438	112099.925299	163762.132139
 35-39 	551919.638908	228050.825890	323868.813019
 40-44 	885683.111557	370951.227882	514731.883675
 45-49 	1027378.594872	428606.913696	598771.681175
 50-54 	879833.594448	359444.514832	520389.079617
 55-59 	635114.481916	260288.579201	374825.902716
 60-64 	434760.486128	177709.865360	257050.620768
 65-69 	273501.236967	101390.465297	172110.771670
 70-74 	152674.045884	48008.475395	104665.570489
 75-79 	71869.702057	18907.008111	52962.693946
 80+ 	40862.216746	8969.528779	31892.687967
Total	5535742.918705	2255980.311186	3279762.607519
2029			
 0-4	10243.199024	5246.879738	4996.319286
 5-9	11393.893999	5897.635262	5496.258738
 10-14 	11157.844287	5867.149408	5290.694879
 15-19 	30056.535238	15624.795564	14431.739674
 20-24 	70062.807353	33119.670816	36943.136537
 25-29 	130317.128296	54033.352377	76283.775919
 30-34 	264302.040222	107937.434215	156364.606008
 35-39 	520368.085892	216921.065048	303447.020844
 40-44 	852014.422112	357791.790375	494222.631737
 45-49 	1036134.029800	434392.168098	601741.861702
 50-54 	925028.384918	378311.367504	546717.017414
 55-59 	673401.002275	273776.388186	399624.614090
 60-64 	464368.070757	189115.335636	275252.735121
 65-69 	293326.602134	110311.246962	183015.355172
 70-74 	167805.233517	53596.483277	114208.750239
 75-79 	79886.685162	21239.392933	58647.292230
 80+ 	44802.645210	9729.158502	35073.486708
Total	5617463.547506	2289922.978307	3327540.569198
2030			
 0-4	10086.341320	5167.711872	4918.629448
 5-9	11508.329185	5959.725540	5548.603645
 10-14 	11100.584383	5839.975119	5260.609264
 15-19 	26378.969050	13705.979520	12672.989530
 20-24 	66220.200404	31259.740176	34960.460228
 25-29 	128903.021194	53834.272395	75068.748798
 30-34 	256679.670390	105169.282577	151510.387814
 35-39 	491923.644196	207025.830383	284897.813812
 40-44 	813838.875374	342955.241333	470883.634041
 45-49 	1035239.993088	436055.387047	599184.606041
 50-54 	966487.632095	396376.969818	570110.662277
 55-59 	714808.324947	288945.946259	425862.378689
 60-64 	493290.448650	199333.419767	293957.028883
 65-69 	314320.870644	119554.645565	194766.225079
 70-74 	183096.442461	59461.683044	123634.759417
 75-79 	88573.160353	23822.600177	64750.560176
 80+ 	49287.868503	10634.740058	38653.128445
Total	5694439.631125	2322070.563179	3372369.067946
2031			
 0-4	9891.796237	5068.705845	4823.090392
 5-9	11547.689714	5983.350298	5564.339417
 10-14 	10850.377378	5710.933735	5139.443644
 15-19 	21996.815743	11415.825674	10580.990070
 20-24 	62035.258907	29194.513902	32840.745004
 25-29 	128386.467672	53990.870579	74395.597094
 30-34 	252301.696114	103800.571037	148501.125076
 35-39 	466780.835616	198115.518208	268665.317409
 40-44 	773768.029152	327746.362503	446021.666649
 45-49 	1025078.248756	433574.071701	591504.177055
 50-54 	1001973.986317	412656.586159	589317.400158
 55-59 	758416.707788	304765.582085	453651.125704
 60-64 	522877.403244	209848.142231	313029.261013
 65-69 	336275.669635	128929.643903	207346.025732
 70-74 	198254.205720	65509.418774	132744.786946
 75-79 	98039.955126	26703.961724	71335.993402
 80+ 	54352.126637	11694.587052	42657.539585
Total	5765117.133088	2351471.635287	3413645.497800
2032			
 0-4	9669.995768	4955.505186	4714.490582
 5-9	11465.810286	5942.684387	5523.125898
 10-14 	10711.989454	5636.331232	5075.658222
 15-19 	17370.680745	8993.642321	8377.038424
 20-24 	55908.034481	26147.422777	29760.611703
 25-29 	129571.607835	54980.756354	74590.851480
 30-34 	250781.194164	103668.776829	147112.417336
 35-39 	444709.817695	189924.365993	254785.451701
 40-44 	734513.253281	313308.441032	421204.812248
 45-49 	1006268.396980	427197.405106	579070.991875
 50-54 	1029800.301067	426252.862347	603547.438721
 55-59 	802639.935816	321481.359356	481158.576460
 60-64 	554435.763273	220647.903191	333787.860083
 65-69 	359204.557143	138338.989787	220865.567356
 70-74 	213177.173528	71685.703115	141491.470413
 75-79 	108340.655758	29912.056000	78428.599758
 80+ 	60052.987023	12926.231240	47126.755783
Total	5830469.949804	2378534.957059	3451934.992745
2033			
 0-4	9441.611073	4838.811990	4602.799083
 5-9	11372.140373	5895.179996	5476.960377
 10-14 	10714.271515	5638.052277	5076.219238
 15-19 	13535.823174	6978.562162	6557.261012
 20-24 	46310.967785	21372.875137	24938.092648
 25-29 	134152.080031	57611.000634	76541.079397
 30-34 	250390.665993	103904.220291	146486.445702
 35-39 	425665.267552	182459.266109	243206.001444
 40-44 	697895.446495	300341.032837	397554.413658
 45-49 	979602.988235	417349.819695	562253.168541
 50-54 	1048965.734337	436564.123489	612401.610847
 55-59 	846747.300932	338916.445320	507830.855612
 60-64 	587365.150824	231710.285757	355654.865067
 65-69 	383537.374843	147804.640586	235732.734257
 70-74 	228283.541669	78059.120829	150224.420840
 75-79 	119343.473831	33430.660833	85912.812998
 80+ 	66416.864838	14338.973106	52077.891731
Total	5891268.726460	2403585.115312	3487683.611149
2034			
 0-4	9247.915064	4739.847462	4508.067601
 5-9	11268.731522	5843.310747	5425.420774
 10-14 	10759.692600	5663.660362	5096.032238
 15-19 	11686.482970	5999.709966	5686.773004
 20-24 	42108.919010	19290.088895	22818.830114
 25-29 	131451.365117	56491.811286	74959.553831
 30-34 	250227.687523	104231.163383	145996.524139
 35-39 	411158.701042	176471.277638	234687.423404
 40-44 	664581.445213	288909.341011	375672.104202
 45-49 	946481.501976	404775.752594	541705.749382
 50-54 	1059098.114250	443217.748608	615880.365643
 55-59 	889511.364882	356601.511173	532909.853708
 60-64 	621763.683569	243400.376335	378363.307234
 65-69 	408965.008622	157038.688794	251926.319828
 70-74 	244174.157890	84715.280990	159458.876901
 75-79 	130717.313553	37195.705311	93521.608242
 80+ 	73449.682328	15937.536585	57512.145743
Total	5947928.106316	2426769.629713	3521158.476603
2035			
 0-4	9080.826595	4654.565515	4426.261080
 5-9	11118.852236	5767.507742	5351.344494
 10-14 	10866.830898	5723.660704	5143.170195
 15-19 	11590.623357	5951.634805	5638.988552
 20-24 	38597.810787	17500.867298	21096.943489
 25-29 	126157.224003	53977.076557	72180.147446
 30-34 	249784.393456	104560.267021	145224.126434
 35-39 	401773.631571	172337.943449	229435.688122
 40-44 	634688.801178	278679.574966	356009.226212
 45-49 	909067.691177	390625.986847	518441.704330
 50-54 	1060133.117561	446005.371140	614127.746422
 55-59 	929231.096281	373775.655548	555455.440733
 60-64 	659206.125732	256664.669497	402541.456236
 65-69 	433951.732896	165331.921706	268619.811190
 70-74 	261108.049419	91638.713062	169469.336357
 75-79 	142203.469146	41151.555450	101051.913696
 80+ 	81185.675966	17735.849876	63449.826090
Total	6000812.461988	2448228.555144	3552583.906844
2036			
 0-4	8936.011667	4580.653933	4355.357733
 5-9	10921.473444	5666.594616	5254.878828
 10-14 	10902.650171	5746.712597	5155.937574
 15-19 	11317.238440	5811.869233	5505.369206
 20-24 	34441.751240	15367.025505	19074.725735
 25-29 	120995.761388	51452.318927	69543.442461
 30-34 	249637.664711	104971.645149	144666.019562
 35-39 	397034.717216	170292.655987	226742.061230
 40-44 	608172.245038	269218.942089	338953.302949
 45-49 	870053.287422	376264.496040	493788.791382
 50-54 	1052358.255844	444867.879051	607490.376793
 55-59 	963786.877611	389521.419142	574265.458469
 60-64 	698934.333723	270633.786922	428300.546801
 65-69 	459608.775546	173940.745766	285668.029780
 70-74 	278930.592125	98690.985435	180239.606690
 75-79 	153593.167910	45239.909697	108353.258213
 80+ 	89722.571701	19766.144966	69956.426735
Total	6050107.510480	2468027.746202	3582079.764278
2037			
 0-4	8818.239511	4520.567445	4297.672065
 5-9	10688.686932	5546.700930	5141.986002
 10-14 	10824.217978	5707.893360	5116.324617
 15-19 	11157.289105	5729.029703	5428.259402
 20-24 	30054.519137	13105.040390	16949.478747
 25-29 	114722.428524	48336.673956	66385.754568
 30-34 	250207.431221	105712.347931	144495.083290
 35-39 	396407.773037	170207.275082	226200.497955
 40-44 	584672.046590	260161.513365	324510.533225
 45-49 	832143.144928	362841.913437	469301.231491
 50-54 	1036283.578056	440002.605331	596280.972725
 55-59 	991522.342075	402977.992828	588544.349247
 60-64 	739485.646969	285534.320375	453951.326593
 65-69 	487132.587621	182842.592532	304289.995089
 70-74 	297663.949721	105803.256487	191860.693234
 75-79 	164825.369619	49429.095981	115396.273638
 80+ 	99127.012743	22052.821377	77074.191366
Total	6096067.408186	2486286.802245	3609780.605941
2038			
 0-4	8718.733221	4469.863838	4248.869383
 5-9	10453.831440	5425.220852	5028.610588
 10-14 	10735.180302	5662.505180	5072.675121
 15-19 	11112.335804	5707.972385	5404.363420
 20-24 	26403.592373	11216.595268	15186.997105
 25-29 	105765.405853	43882.337612	61883.068241
 30-34 	253038.050858	107505.223831	145532.827026
 35-39 	398081.682785	171211.904076	226869.778709
 40-44 	564289.633633	251613.532022	312676.101610
 45-49 	797097.895432	351008.209747	446089.685684
 50-54 	1012585.942776	431782.323273	580803.619503
 55-59 	1011399.904560	413545.071667	597854.832893
 60-64 	780208.319984	301217.297556	478991.022429
 65-69 	516015.270818	192031.104325	323984.166492
 70-74 	317690.133675	113000.408803	204689.724872
 75-79 	176234.490435	53768.011921	122466.478514
 80+ 	109307.982803	24587.337821	84720.644982
